Id	null	slow	med	fast	x	o	b	a	p	s1	s2	s3	s4	s5	s6	s7	sws	swd	bub	spw	ses	othl	gra	min	xyl	shr	gat	aff	pff	pre	par	othf	teg	gil	pls	spi	ves	aqpa	aqac	aepa	aeac	l1y	e1y	m1y	ly	my	ovo	fie	cie	fic	frc	vec	tec	ase	egg	coc	hou	did	non
111	3	1	0	0	0	1.5	3	2	1.5	0	0.5	3	0	0	0	0	0.9	0.1	0	0	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	3	0	0	0	2	3	0	2	2	3	0	0	2	0	0	2	0	0.5	0	2	0	0	2	0.5
112	1.5	1	2	0.5	0	1.5	0.5	0.5	0	0	0	3	0	0	0	0	0	0	0	10	0	0	0	0	0	0	3	7	0	0	0	0	0	0	0	3	0	3	1	1	0	0	3	0	3	0	0	0	0	3	1	0	1	0	0	0	0	2	0
113	2	3	1	0	0	1	3	1	0	0	0	3	0	0	0	0	0	0	0	5	0	5	0	0	0	0	0	0	0	10	0	0	0	0	0	3	0	0	0	1	1	0	3	1	3	0	0	2	0	0	0	1	2	0	0	2	0	1	0
114	0	0.5	1	2	1	1	3	1	0	0	0	3	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	10	0	0	1	0	0	1	0	1	1	0	2	0	3	1.5	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0
115	2	2	2	0	0	0	3	2	0	0	1	3	3	0	0	0	0	0	5	5	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	3	1	3	0	0	0	1	1	0	2	2	0	0	0	0	2	2
116	2	2	2	1	0	1	1	3	0	0	0	3	1	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	3	0	0	1	0	0	0	1	3	3	0	1	0	1	1	0	0	3	0	0	0	0	0	3
117	1	1.7	1.3	1	0	1	3	2	0	0	0.3	2.7	1.3	0	0	0	0	0	0.8	0.2	0	0	0	0	0	0	10	0	0	0	0	0	0.3	0	0	3	0	0.3	1	0.7	1	0	3	1	1.7	0	0	1	0	0.7	0.3	0	0	0	0	0	0	0	2.3
118	2	3	1	1	0	1	2	3	2	0	0	3	0	0	0	0	3.3	0	0	6.7	0	0	3	0	0	1	5	0	0	1	0	0	0	0	0	3	0	3	1	0	1	0	1	3	3	0	1	0	1	3	0	0	0	0	0	0	0	0	3
119	3	3	0	0	0	0	1	3	2	0	0	0	0	3	1	0	0	1.4	5.7	2.9	0	0	0	0	0	0	10	0	0	0	0	0	1	1	0	3	0	2	1	0	1	0	3	2	3	0	0	2	3	0	0	0	0	0	0	0	0	3	0
120	1	1	2	1	0	0	0	0	0	0	0	0	3	1	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	10	0	0	0	2	0	0	0	0	0	0	0	1	3	0	3	1	0	0	0	0	0	0	3	0	0	0	0	0	0
121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
122	3	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	10	0	0	1	0	0	3	0	0	1	1	1	0	1	3	3	1	0	0	0	2	0	0	1	0	0	0	0	3	1
123	0	0.5	2	2.5	1	2.5	3	0.5	0	0	1	2	0	0	0	0	1	0	0	3	6	0	0	0	0	0	0	0	10	0	0	0	3	1	0	1.5	0	2	1.5	3	1	0	2	3	3	0.5	0	1	0	3	1	0	1	0	1	0	0	1	0
124	3	2	1	0	0	3	2	0	0	0	0	2	2	1	1	0	5	0	0	5	0	0	3	0	0	3	3	1	0	0	0	0	0	0	0	3	0	1	1	1	3	0	3	0	2	1	0	3	0	2	0	0	1	0	0	0	0	3	0
125	3	0	0	0	0	0	0	2	3	0	0	0	3	1	0	0	1.7	0	5	3.3	0	0	0	0	0	0	10	0	0	0	0	0	0	1	0	3	0	0	1	1	3	0	1	3	3	0	0	0	0	0	1	0	3	0	0	0	0	1	2
126	2	2	1	0	0	2	3	2	0	0	0	0	0	3	1	0	0	0	5	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	3	0	0	1	0	3	0	3	0	3	0	0	0	0	3	0	0	2	0	0	0	0	1	3
127	3	2	1	0	2	3	3	1	0	0	0	0	0	3	2	0	0	0	8	2	0	0	0	0	0	7	3	0	0	0	0	0	2	1	0	3	0	0	1	0	1	1	3	1	2	3	0	3	0	0	0	0	1	0	0	2	0	0	2
128	3	1	0	0	0	0	5	4	1	0	0	3	0	0	0	0	0	8	0	2	0	0	5	0	0	0	5	0	0	0	0	0	1	1	0	0	0	1	2	1	2	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3
129	3	1	0	0	0	1	5	4	0	0	0	3	0	0	0	0	0	6	0	4	0	0	5	0	0	0	5	0	0	0	0	0	1	1	0	0	0	1	2	1	2	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	3
130	1	2	1	0	0	1	3	1	0	0	0	3	0	0	0	0	0	6	0	4	0	0	7	0	0	0	3	0	0	0	0	0	1	2	0	0	0	2	2	1	2	0	0	3	3	0	0	0	3	0	0	0	0	0	1	0	0	0	3
131	0	2	3	2	1	2	3	1	0	0	0	3	1	0	0	0	0	6	0	4	0	0	5	0	0	0	5	0	0	0	0	0	1	2	0	0	0	3	2	1	3	0	2	3	3	0	0	0	1	3	0	0	0	0	2	0	0	0	2
132	1	3	0	0	0	1	2	2	0	0	0	3	0	0	0	0	0	6	0	4	0	0	0	0	0	0	10	0	0	0	0	0	1	2	0	0	0	1	2	1	2	0	1	3	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0
133	3	3	1	0	1	4	5	0	0	0	2	3	0	0	0	0	0	0	0	7	0	3	0	0	0	0	10	0	0	0	0	0	1	1	0	0	0	2	1	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	5	0	0	5	0
134	3	3	1	0	0	1	6	3	0	0	2	3	0	0	0	0	0	0	0	0	0	10	0	0	0	0	10	0	0	0	0	0	1	1	0	0	0	2	1	1	1	0	1	3	1	0	0	0	0	0	1	0	0	0	2	0	0	1	2
135	3	3	1	0	0	0	7	3	0	0	2	3	0	0	0	0	0	0	0	0	0	10	0	0	0	0	10	0	0	0	0	0	1	1	0	0	0	2	1	1	1	0	1	3	1	0	0	0	0	0	1	0	0	0	2	0	0	1	2
136	3	3	1	0	0	3	5	2	0	0	2	3	0	0	0	0	0	0	0	10	0	0	0	0	0	0	10	0	0	0	0	0	1	1	0	0	0	2	1	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	2	0	0	1	2
137	3	3	1	0	0	3	5	2	0	0	2	3	0	0	0	0	0	0	0	10	0	0	0	0	0	0	10	0	0	0	0	0	1	1	0	0	0	2	1	1	1	0	1	3	1	0	0	0	0	0	1	0	0	0	10	0	0	0	0
138	3	3	1	0	0	1	6	3	0	0	2	3	0	0	0	0	0	0	0	0	0	10	0	0	0	0	10	0	0	0	0	0	1	1	0	0	0	2	1	1	1	0	1	3	1	0	0	0	0	0	1	0	0	0	2	0	0	1	2
139	0	3	3	1	0	2	5	3	0	0	0	3	0	0	0	0	0	2	0	8	0	0	5	0	0	0	5	0	0	0	0	0	1	1	0	0	0	2	3	1	3	0	1	0	1	0	0	0	0	0	1	0	0	0	2	0	0	8	0
140	1	3	2	0	1	1	3	1	0	0	0	0	0	3	0	0	0	1	7	2	0	0	0	0	0	0	2	8	0	0	0	0	1	3	0	0	0	1	1	1	3	3	1	0	1	3	0	0	3	1	0	0	0	0	2	0	0	3	0
141	1	2	3	2	2	4	4	0	0	0	0	0	3	0	0	0	0	2	0	8	0	0	5	0	0	0	5	0	0	0	0	0	1	1	0	0	0	3	1	1	3	0	1	0	1	0	0	0	0	0	1	0	0	0	2	0	0	1	2
142	0	0	1	3	2	3	1	0	0	0	0	0	3	0	0	0	0	0	0	7	0	3	9	0	0	0	1	0	0	0	0	0	1	3	0	0	0	2	1	1	3	0	3	0	3	0	0	0	3	0	0	0	0	0	1	0	0	1	3
143	0	2	3	2	0	2	6	2	0	0	0	0	3	0	0	0	0	4	0	6	0	0	5	0	0	0	5	0	0	0	0	0	1	1	0	0	0	3	1	1	3	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	2	2
144	0	0	2	3	0	3	5	2	0	0	0	1	3	0	0	0	0	0	0	10	0	0	10	0	0	0	0	0	0	0	0	0	1	1	0	0	0	3	2	1	3	0	1	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	2
145	0	3	0	0	0	3	4	3	0	0	0	3	0	0	0	0	0	2.5	0	7.5	0	0	2	0	0	0	8	0	0	0	0	0	1	1	0	0	0	1	1	1	1	0	1	0	1	0	0	1	3	0	0	0	0	0	0	0	0	10	0
146	2	3	2	1	0	0	3	2	0	0	0	0	3	0	0	0	0	0	3	5	0	2	0	0	0	0	9	1	0	0	0	0	1	3	0	0	0	2	1	1	3	0	3	0	3	0	0	0	1	0	0	0	0	0	0	0	0	1	2
147	3	3	0	0	1	3	5	1	0	0	0	0	3	0	0	0	0	7	0	3	0	0	0	0	0	0	10	0	0	0	0	0	1	1	0	0	0	1	2	1	3	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	10	0
148	1	1	3	2	1	2	2	2	0	0	0	3	3	0	0	0	0	0	0	10	0	0	10	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	1	1	0	0	3	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	2
149	3	2	0	0	0	0	3	2	0	0	0	3	1	0	0	0	0	0	2	8	0	0	3	0	0	0	2	5	0	0	0	0	1	3	0	0	0	2	1	0	0	0	3	0	3	3	0	0	0	3	0	0	0	0	0	0	0	1	1
150	2	3	3	0	0	0	2	2	1	0	3	2	0	0	0	0	0	0	0	10	0	0	2	0	0	2	3	0	0	0	0	3	1	3	0	0	0	3	2	2	0	0	1	3	3	1	3	0	0	0	0	0	0	0	0	0	0	1	0
151	1	1	2	0	1	1	2	1	1	0	0	0	3	1	0	0	0	0	3	7	0	0	3	0	0	3	2	0	0	0	0	2	3	0	0	0	0	2	1	0	0	0	0	3	3	0	0	0	0	3	0	0	0	0	0	0	0	1	0
152	3	3	1	0	0	1	3	0	0	0	0	0	0	3	3	0	0	0	0	10	0	0	4	0	0	4	0	0	0	0	0	2	3	0	0	0	0	2	2	0	0	1	3	0	3	2	0	0	0	3	1	0	0	0	0	0	0	2	0
153	3	3	0	0	0	1	3	2	0	0	0	0	1	3	0	0	0	0	0	10	0	0	3	0	0	3	2	0	0	0	0	2	3	0	0	0	0	2	1	0	0	0	3	0	2	3	0	0	0	3	0	0	0	0	0	0	0	2	0
154	3	3	0	0	0	1	3	2	0	0	0	0	1	3	0	0	0	0	0	10	0	0	3	0	0	2	3	0	0	0	0	2	3	0	0	0	0	2	1	0	0	0	3	0	2	3	0	0	0	3	0	0	0	0	0	0	0	2	0
155	3	3	0	0	0	1	3	2	0	0	0	0	1	3	0	0	0	0	0	10	0	0	5	0	0	2	3	0	0	0	0	0	3	0	0	0	0	2	1	0	0	0	3	0	2	3	0	0	0	3	0	0	0	0	0	0	0	2	0
156	3	1	0	0	0	2	3	1	0	0	0	0	0	3	0	0	0	0	0	10	0	0	4	0	0	2	2	0	0	0	0	2	3	0	0	0	0	2	1	0	0	0	3	1	3	0	0	0	0	3	0	0	0	0	0	0	0	1	0
157	0	2	3	2	0	1	3	0	0	0	0	3	1	0	0	0	0	0	0	10	0	0	10	0	0	0	0	0	0	0	0	0	1	3	0	0	0	2	1	0	0	0	3	0	3	1	0	0	3	0	0	0	0	0	0	0	0	1	0
158	3	1	0	0	0	1	3	2	0	0	0	1	3	0	0	0	0	0	0	10	0	0	6	0	0	2	0	0	0	0	0	2	3	1	0	0	0	2	1	0	0	0	3	0	3	1	0	0	0	3	0	0	0	0	0	0	0	1	1
159	3	3	0	0	0	0	2	3	1	0	0	0	3	0	0	0	0	0	0	10	0	0	4	0	0	2	2	0	0	0	0	2	3	0	0	0	0	2	1	0	0	0	3	0	3	0	0	0	0	3	0	0	0	0	0	0	0	1	1
160	3	1	0	0	0	1	3	1	0	0	0	3	2	0	0	0	0	0	0	10	0	0	5	0	0	3	0	0	0	0	0	2	3	0	0	0	0	2	1	0	0	0	3	0	3	0	0	0	0	3	0	0	0	0	1	0	1	3	0
161	2	2	0	0	0	1	2	2	0	0	3	0	0	0	0	0	0	0	0	10	0	0	4	0	0	4	0	0	0	0	0	2	3	0	0	0	0	2	1	1	0	0	3	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	2
162	3	2	1	0	0	2	2	1	0	0	0	3	0	0	0	0	0	0	0	10	0	0	6	0	0	2	0	0	0	0	0	2	3	0	0	0	0	2	2	0	0	0	3	0	3	1	0	0	0	3	0	0	0	0	0	0	0	1	1
163	3	2	1	0	0	2	2	1	0	0	0	3	0	0	0	0	0	0	0	10	0	0	6	0	0	2	0	0	0	0	0	2	3	0	0	0	0	2	2	0	0	0	3	0	3	1	0	0	0	3	0	0	0	0	0	0	0	1	1
164	3	0	0	0	0	2	2	1	0	0	1	3	0	0	0	0	0	0	0	10	0	0	6	0	0	2	0	0	0	0	0	2	3	0	0	0	0	2	1	0	0	0	3	0	3	0	0	0	0	3	0	0	0	0	0	0	0	1	0
165	3	1	0	0	0	0	1	1	0	1	2	0	0	0	0	0	0	0	0	10	0	0	10	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	1	0	0	0	3	1	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
166	3	1	0	0	0	1	3	1	0	0	0	0	3	0	0	0	0	0	0	10	0	0	6	0	0	2	0	0	0	0	0	2	3	2	0	0	0	2	1	0	0	0	3	1	3	0	0	0	0	3	0	0	0	0	0	0	1	1	0
167	3	3	0	0	0	1	3	1	0	0	2	3	0	0	0	0	0	0	0	10	0	0	10	0	0	0	0	0	0	0	0	0	1	3	0	0	0	2	1	0	0	0	3	0	3	2	0	0	0	3	0	0	0	0	0	0	0	1	1
168	3	3	0	0	0	1	3	1	0	0	2	3	0	0	0	0	0	0	0	10	0	0	0	0	0	0	10	0	0	0	0	0	1	3	0	0	0	2	1	0	0	0	3	0	3	2	0	0	0	3	0	0	0	0	0	0	0	1	1
169	2.3	1.1	0.1	0	0	1.3	1.1	1.8	0	0	0.1	2.9	0.4	0	0	0	0	9	0	0	0	1	3	0	0	0	7	0	0	0	0	0	1	0	2	3	0	0.4	2.1	0.4	2.3	0	1.5	1.4	3	0.3	0	0	1	2.9	0	0.5	0	0	0	0	0	1	0
170	2	1	1	0	0	2	2	1	0	3	1	0	0	0	0	0	0	7	0	0	0	3	0	0	0	0	10	0	0	0	0	0	1	0	1	1	0	3	1	0	0	0	0	2	3	0	0	0	3	2	0	0	0	0	0	0	0	1	0
171	3	3	1	1	0	1	2	2	0	0	0	1	3	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	3	0	1	2	0	3	0	2	3	2	3	0	0	1	2	0	0	3	0	2	0	0	3	1
172	3	3	0	0	0	0	2	3	0	0	0	1	3	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	3	0	1	3	0	1	0	3	1	3	0	0	0	1	0	0	3	0	0	0	0	0	3	0
173	3	2	0	0	0	1	2	2	0	0	0	0	3	0	0	0	0	8	0	0	0	2	0	0	0	0	0	0	0	10	0	0	0	0	3	3	0	0	3	0	3	0	2	0	3	0	0	0	0	0	0	3	0	0	0	0	0	1	0
174	3	2	0	0	0	1.5	2	1	0	0	0	0	3	0	0	0	0	8	0	0	0	2	0	0	0	0	0	0	0	10	0	0	0	0	1.5	3	0	0.5	3	0	2.5	0	1.5	0.5	3	0	0	0	0.5	0	0	3	0	0	0	0	0	1	0
175	3	2	0	0	0	0	3	1	0	0	0	0	3	2	0	0	0	1	0	6	0	3	0	0	0	0	0	0	0	10	0	0	1	0	1	3	0	1	3	0	2	0	3	0	3	1	0	0	0	0	0	3	0	0	2	0	0	0	2
176	3	1	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	2	0	2	0	6	0	0	0	0	0	0	0	10	0	0	1	0	0	3	0	1	3	0	2	0	3	0	2	2	0	0	0	0	0	3	0	0	2	0	0	2	0
177	3	1	0	0	0	1	3	0	0	0	0	0	3	0	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	10	0	0	1	0	1	3	0	0	2	0	3	0	3	0	3	2	0	0	0	1	0	3	0	0	1	0	0	3	0
178	3	1	0	0	0	0	2	1	0	1	3	0	0	0	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	3	0	0	2	0	2	0	3	0	3	0	0	0	0	0	0	3	0	0	0	0	0	1	0
179	3	1	0	0	0	0	2	1	0	3	0	0	0	0	0	0	0	0	0	8	0	2	0	0	0	0	0	0	0	3	0	7	0	0	0	3	0	1	2	1	1	0	2	3	3	0	0	0	0	3	0	0	2	0	0	0	0	3	0
180	1.7	1.3	1.7	0.7	0	0	2	2.7	1	0	0	0	0	2	0	1	0	0.6	1.9	6.2	1.3	0	0	0	0	0	0	0	0	10	0	0	3	0	0	0	0	1	1	0.7	0	1.7	2	0	0.7	3	0	0	0	3	0	0	0	0	0	0	0	0	3
181	2	2	2	1	0	1	3	2	0	0	0	0	3	3	0	0	0	0	0	7.5	2.5	0	0	0	0	0	0	0	0	10	0	0	3	0	0	0	0	1	1	0	0	0	3	0	1	3	2	0	0	0	1	0	0	0	0	3	0	0	0
182	2	2	1	0	0	0	1	1	0	0	0	0	0	1	3	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	10	0	3	0	0	0	0	2	1	2	0	0	3	0	0	3	2	0	0	0	1	0	0	0	0	3	0	0	0
183	2	3	1	0	0	0	1	2	0	0	0	3	1	0	0	0	0	0	1.7	6.7	1.7	0	0	0	0	0	0	0	0	10	0	0	3	0	0	0	0	1	1	0	0	0	3	0	3	1	2	0	0	0	1	0	0	0	0	0	0	0	3
184	3	1	0	0	0	0	3	1	0	0	0	0	3	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	10	0	3	0	0	0	0	3	1	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	3	0	0	0
185	3	3	2	0	0	0	3	2	0	0	0	0	0	3	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	10	0	3	0	0	0	0	2	1	3	0	0	3	0	0	3	2	0	0	0	1	0	0	0	0	3	0	0	0
186	0	3	3	2	0	0	3	1	0	0	0	0	0	2	3	0	0	2	0	4	4	0	0	0	0	0	0	0	0	0	10	0	3	0	0	0	0	3	2	0	0	0	3	0	3	0	0	0	3	2	0	0	0	0	0	3	0	0	0
187	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	3	0	0	3	3	1	0	0	0	0	0	0	0	7	3	0	0	0	0	0	0	3	1	1	0	0	2	1	3	0	0	0	3	3	0	0	0	0	0	0	0	0	0
188	0	2	2	2	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	8	0	0	0	0	0	0	0	0	0	10	0	3	0	0	3	0	0	0	0	3	0	3	0	3	0	0	0	3	0	0	0	0	0	0	0	0	3	0
189	3	3	0	0	0	0	2	3	1	0	0	0	3	0	0	0	0	5	0	5	0	0	3	0	0	3	4	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	1	3	3	1	3	0	0	0	0	0	0	0	0	0	0	2	2
190	2	3	0	0	0	1	3	1	0	0	0	3	0	0	0	0	0	2	0	6	2	0	0	0	0	10	0	0	0	0	0	0	3	0	0	1	0	0	2	0	2	0	2	2	0	2	0	0	0	3	0	0	0	0	0	3	0	3	0
191	3	2	0	0	0	0	1	1	0	0	0	0	3	0	0	0	0	5	0	5	0	0	0	0	0	10	0	0	0	0	0	0	2	0	2	2	0	1	0	0	3	0	0	3	3	0	0	0	0	3	0	0	0	0	0	3	0	3	0
192	3	3	0	0	0	1	3	1	0	0	0	0	3	2	0	0	0	0	0	5	5	0	0	0	0	10	0	0	0	0	0	0	2	3	0	2	0	0	0	0	3	0	2	0	3	0	0	0	0	3	0	0	0	0	0	3	0	3	0
193	3	3	0	0	0	1	3	1	0	0	0	0	3	2	0	0	0	0	0	5	5	0	0	0	0	10	0	0	0	0	0	0	2	0	2	2	0	1	0	0	3	0	0	3	3	0	0	0	0	3	0	0	0	0	0	3	0	3	0
194	3	3	0	0	0	1	3	1	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	1	0	2	3	0	0	0	0	3	0	3	0	3	0	0	0	0	3	0	0	0	0	0	3	0	3	0
195	3	3	2	0	0	0	3	3	0	0	0	0	3	2	0	0	0	4	0	6	0	0	0	0	0	0	0	0	0	10	0	0	0	3	0	1	0	0	2	0	1	3	1	0	0	3	0	0	0	3	0	0	3	0	0	0	0	0	0
196	3	3	2	0	0	0	3	3	0	0	0	0	3	2	0	0	0	4	2	4	0	0	0	0	0	0	0	0	0	10	0	0	0	3	0	1	0	0	2	0	1	3	1	0	0	3	0	0	0	3	0	0	3	0	0	0	0	0	0
197	3	3	2	0	0	0	3	3	0	0	0	0	3	2	0	0	0	1.3	3.8	5	0	0	0	0	0	0	0	0	0	10	0	0	0	3	0	1	0	0	2	0	1	3	1	0	0	3	0	0	0	3	0	0	3	0	0	0	0	0	0
198	3	3	1	1	0	0	3	2	0	0	3	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	10	0	0	3	0	2	0	2	2	0	2	0	2	2	3	0	0	1	0	0	1	0	3	0	0	3	0	3	0
199	1	1	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	10	0	0	0	0	1.7	0	0	0	3.3	0	0	5	0	0	0	3	0	0	0	3	1	0	0	0	0	3	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0
200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
201	3	0	0	0	0	1	3	1	0	0	0	0	0	0	3	0	0	4	0	6	0	0	0	0	0	0	0	0	0	10	0	0	1	3	0	0	0	0	1	0	3	1	3	0	2	2	0	0	0	0	0	3	2	0	2	0	0	2	2
202	3	1	0	0	0	1	3	1	0	0	0	0	0	2	3	0	0	0	0	10	0	0	0	0	0	0	0	0	0	10	0	0	1	3	0	0	0	1	1	0	3	3	1	0	1	3	0	2	0	0	0	3	3	0	2	0	0	1	0
203	3	0.5	0	0	0	1	3	1	0	0	0	0	0	1	3	0	0	2	0	8	0	0	0	0	0	0	0	0	0	10	0	0	1	3	0	0	0	0.5	1	0	3	2	2	0	1.5	2.5	0	1	0	0	0	3	2.5	0	2	0	0	1.5	1
204	1	2	2	1	0	1	3	2	0	0	0	0	1	3	1	0	0	5	0	5	0	0	0	0	0	0	0	0	0	10	0	0	1	3	0	0	0	2	1	0	2	1	3	0	2	2	0	0	0	0	0	3	0	0	0	0	0	2	2
205	3	2	1	1	0	1	2	2	0	0	0	0	3	0	0	0	0	4	0	6	0	0	0	0	0	0	0	0	0	10	0	0	1	3	0	0	0	2	1	0	3	1	3	1	3	1	0	0	0	0	0	3	0	0	0	0	0	2	2
206	3	2	1	1	0	1	2	2	0	0	0	0	3	0	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	10	0	0	1	3	0	0	0	2	1	0	3	1	3	1	3	1	0	0	0	0	0	3	0	0	0	0	0	2	2
207	3	2	1	1	0	1	2	2	0	0	0	0	3	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	10	0	0	1	3	0	0	0	2	1	0	3	1	3	1	3	1	0	0	0	0	0	3	0	0	0	0	0	2	2
208	3	2	0	0	0	1	3	1	0	0	0	0	3	0	0	0	0	4	0	6	0	0	0	0	0	0	0	0	0	10	0	0	1	3	0	0	0	1	1	0	3	1	3	0	2	1	0	0	0	0	0	3	0	0	0	0	0	0	3
209	3	2	0	0	0	1	3	1	0	0	0	0	3	3	0	0	0	2	0	3	0	5	0	0	0	0	0	0	0	10	0	0	1	3	0	0	0	0	1	0	3	2	2	1	1	3	0	0	0	0	0	3	0	0	0	0	0	0	3
210	3	2	0	0	0	1	3	1	0	0	0	0	3	3	0	0	0	4	0	6	0	0	0	0	0	0	0	0	0	10	0	0	1	3	0	0	0	0	1	0	3	2	2	1	1	3	0	0	0	0	0	3	0	0	0	0	0	0	3
211	3	1.9	0.7	0.6	0	1.1	2.6	1.5	0	0	0	0	3	0.8	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	10	0	0	1	3	0	0	0	1.3	1	0	3	1.3	2.5	1	2.4	1.5	0	0	0	0	0	3	0	0	0	0	0	1	2.5
212	3	1	0	0	0	1	3	1	0	0	0	0	3	0	0	0	0	4	0	6	0	0	0	0	0	0	0	0	0	10	0	0	1	3	0	0	0	1	1	0	3	0	2	2	3	0	0	0	0	0	0	3	0	0	0	0	0	2	2
213	3	2	1	0	0	2	3	2	0	0	0	0	3	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	10	0	0	1	3	0	0	0	2	1	0	3	2	2	1	3	2	0	0	0	0	0	3	0	0	0	0	0	0	3
214	1	2	3	0	0	1	3	2	0	0	0	0	0	3	0	0	0	2	5	3	0	0	0	0	0	0	0	0	0	10	0	0	1	3	0	0	0	2	0	0	3	3	0	0	0	3	0	1	3	0	0	0	0	0	3	0	0	0	0
215	1	2	2	0	0	2	3	1	0	0	0	0	0	3	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	10	0	0	1	3	0	0	0	2	1	0	3	3	1	0	0	3	0	1	3	0	0	0	0	0	3	0	0	0	0
216	2	3	0	0	0	1	3	2	0	0	0	0	0	3	0	0	0	4	0	6	0	0	0	0	0	0	0	0	0	10	0	0	1	2	0	0	0	1	1	0	3	0	3	1	1	0	0	0	0	0	0	3	2	0	3	0	0	0	1
217	3	1.6	0.4	0	0	0.6	3	1.4	0	0	0	0	1.4	1.8	0	0	0	2	2.8	5.2	0	0	0	0	0	0	0	0	0	10	0	0	1	3	0	0	0	0.4	0.8	0	3	1.8	1.2	0.6	1.2	1.8	0	2	2	0	0	0	0.2	0	0.6	0	0	0.4	1.4
218	3	0	0	0	0	1	3	1	0	0	0	0	3	0	0	0	0	4	0	6	0	0	0	0	0	0	0	0	0	10	0	0	1	3	0	0	0	0	1	0	3	0	1	2	1	0	0	2	2	0	0	0	0	0	1	0	0	0	2
219	3	2	0	0	0	0	3	2	0	0	0	0	0	3	0	0	0	0	6	4	0	0	0	0	0	0	0	0	0	10	0	0	1	3	0	0	0	0	1	0	3	3	1	0	1	3	0	2	3	0	0	0	0	0	0	0	0	0	1
220	3	2	0	0	0	0	3	2	0	0	0	0	0	3	0	0	0	0	6	4	0	0	0	0	0	0	0	0	0	10	0	0	1	3	0	0	0	0	1	0	3	3	1	0	1	3	0	2	3	0	0	0	0	0	0	0	0	0	1
221	3	2	1	0	0	1	3	1	0	0	0	0	1	3	0	0	0	2	2	6	0	0	0	0	0	0	0	0	0	10	0	0	1	3	0	0	0	1	1	0	3	3	0	0	0	3	0	1	2	0	0	0	0	0	0	0	0	2	0
222	3	2	1	0	0	1	3	1	0	0	0	0	3	0	0	0	0	4	0	6	0	0	0	0	0	0	0	0	0	10	0	0	1	3	0	0	0	1	0	0	3	0	3	1	3	0	0	3	0	0	0	0	1	0	2	0	0	0	3
223	2	3	1	0	0	1	3	2	0	0	0	0	3	0	0	0	0	4	0	6	0	0	0	0	0	0	0	0	0	10	0	0	1	3	0	0	0	1	1	0	3	2	3	0	0	2	0	0	0	0	0	3	0	0	0	0	0	2	2
