Sector;Station;Site;Year;Season;Date_sample;Qc;Qcs;Lag;Qref;Cmaxy;Cmaxq;Cmax2m;Cmaxm;Cey;Ceq;Ce2m;Cem;Cny;Cnq;Cn2m;Cnm;Cfy;Cfq;Cf2m;Cfm;Cqy;Cqq;Cq2m;Cqm;Csmaxy;Csmaxq;Csmax2m;Csmaxm;Csey;Cseq;Cse2m;Csem;Csny;Csnq;Csn2m;Csnm;Csfy;Csfq;Csf2m;Csfm;Csqy;Csqq;Csq2m;Csqm
BE;BEAR;AM;2007;P;06.04.2007;982;322;2;BAL;0.25;0.25;0.25;0;0.25;0.25;0.25;0;1;1;1;0;0.5;1;1;0;6039.593;6039.593;6039.593;0;4.25;3.167;3.167;0;10.667;3.75;3.75;0;13;3;3;0;6.5;3;3;0;122767.698;48975.094;48975.094;0
BE;BEAR;AM;2007;E;20.07.2007;982;322;2;BAL;0.25;0.25;0;0;0.25;0.25;0;0;1;1;0;0;0.5;1;0;0;6039.593;6039.593;0;0;4.25;3.167;2.25;2.25;13.083;8.25;4.5;4.25;13;7;4;3;6.5;7;4;3;156231.774;105778.025;56802.931;54556.788
BE;BEAR;AM;2009;P;06.04.2009;982;322;2;BAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.083;1.458;0;0;5.25;3.167;0;0;6;5;0;0;3;2.5;0;0;68574;40564;0;0
BE;BEAR;AM;2009;E;22.07.2009;982;322;2;BAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.458;1.458;0;0;3.167;3.167;0;0;5;5;0;0;2.5;2.5;0;0;40564;40564;0;0
BE;BEAR;AM;2011;P;29.03.2011;982;322;2;BAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.958;2.958;0;0;4.333;3.083;0;0;4;3;0;0;2;1.5;0;0;48714;36032;0;0
BE;BEAR;AM;2011;E;18.07.2011;982;322;2;BAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.958;2.958;0;0;3.083;3.083;0;0;3;3;0;0;1.5;1.5;0;0;36032;36032;0;0
BE;BEAR;AM;2012;P;20.03.2012;982;322;2;BAL;0.917;0.917;0;0;1;1;0;0;2;2;0;0;1;1;0;0;25168.443;25168.443;0;0;9.875;9.875;4.75;0.667;67.333;62.708;22;4.708;64;60;30;11;32;30;30;11;814240.8927;769244.0797;231978.337;44680.277
BE;BEAR;AM;2012;E;28.06.2012;982;322;2;BAL;0.917;0.917;0;0;1;1;0;0;2;2;0;0;1;1;0;0;25168.443;25168.443;0;0;9.875;9.875;0.208;0.167;70;65.375;0.542;0.333;73;69;3;2;36.5;34.5;3;2;837451.2627;792454.4497;4879.721;2913.794
BE;BEAR;AM;2013;P;19.03.2013;982;322;2;BAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.167;14.167;5.25;0;35.875;32.958;6.458;0;28;18;3;0;14;9;3;0;398373.228;373076.282;66614.6;0
BE;BEAR;AM;2013;E;24.06.2013;982;322;2;BAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.167;14.167;0.833;0;35.292;35.042;0.875;0;24;23;2;0;12;11.5;2;0;392377.958;390291.382;7421.2;0
BE;BEAR;AM;2015;P;24.03.2015;982;322;2;BAL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BE;BEAR;AM;2015;E;08.07.2015;982;322;2;BAL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BE;BEAR;AM;2016;P;16.03.2016;982;322;2;BAL;0.833;0;0;0;0.917;0;0;0;2;0;0;0;1;0;0;0;29010.521;0;0;0;5.875;0.125;0.125;0;11.708;0.125;0.125;0;14;1;1;0;7;1;1;0;151124.562;1108.409;1108.409;0
BE;BEAR;AM;2016;E;29.06.2016;982;322;2;BAL;1.083;1.083;1.083;1.083;1.208;1.208;1.208;1.208;2;2;2;2;1;2;2;2;26727.035;26727.035;26727.035;26727.035;3.292;3.292;3.292;3.292;8.583;4.833;4.708;4.708;16;8;7;7;8;8;7;7;115508.982;76860.752;75752.343;75752.343
BE;BEAR;AVN;2007;P;06.04.2007;982;200;2;BAL;0.25;0.25;0.25;0;0.25;0.25;0.25;0;1;1;1;0;0.5;1;1;0;6039.593;6039.593;6039.593;0;4.5;4.5;4.5;0.375;25.292;5.708;5.708;0.375;32;5;5;1;16;5;5;1;205953.509;61042.829;61042.829;2163.769
BE;BEAR;AVN;2007;E;20.07.2007;982;200;2;BAL;0.25;0.25;0;0;0.25;0.25;0;0;1;1;0;0;0.5;1;0;0;6039.593;6039.593;0;0;4.5;4.5;4.375;4.375;32.083;17.375;11.25;9.708;34;15;8;3;17;15;8;3;266288.346;159225.103;95874.414;86524.615
BE;BEAR;AVN;2009;P;06.04.2009;982;200;2;BAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.333;2.125;0;0;8.625;6.083;0;0;13;10;0;0;6.5;5;0;0;87949;56916;0;0
BE;BEAR;AVN;2009;E;22.07.2009;982;200;2;BAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.125;2.125;0;0;6.083;6.083;0;0;10;10;0;0;5;5;0;0;56916;56916;0;0
BE;BEAR;AVN;2011;P;28.03.2011;982;200;2;BAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.083;4.083;0;0;8.417;4.833;0;0;9;3;0;0;4.5;1.5;0;0;74220.828;46777.828;0;0
BE;BEAR;AVN;2011;E;17.07.2011;982;200;2;BAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.083;4.083;0.25;0.25;6.083;5.083;0.25;0.25;7;4;1;1;3.5;2;1;1;54179.888;48219.888;1442.06;1442.06
BE;BEAR;AVN;2012;P;20.03.2012;982;200;2;BAL;0.917;0.917;0;0;1;1;0;0;2;2;0;0;1;1;0;0;25168.443;25168.443;0;0;17.75;17.75;8.125;1.875;101.167;92.333;34.375;10.042;73;56;26;15;36.5;28;26;15;1020781.667;951776.9757;309138.347;77237.55
BE;BEAR;AVN;2012;E;28.06.2012;982;200;2;BAL;0.917;0.917;0;0;1;1;0;0;2;2;0;0;1;1;0;0;25168.443;25168.443;0;0;17.75;17.75;1.333;1.333;110.792;102.208;1.75;1.333;87;71;2;1;43.5;35.5;2;1;1089087.834;1021525.203;12750.036;9457.433
BE;BEAR;AVN;2013;P;19.03.2013;982;200;2;BAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.708;15.708;9.667;0.5;76.417;61.833;15.542;2.417;77;47;20;10;38.5;23.5;20;10;643768.44;547545.338;120984.7;13858.6
BE;BEAR;AVN;2013;E;24.06.2013;982;200;2;BAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.708;15.708;0.875;0.417;75.75;71.042;3.042;0.708;86;71;9;5;43;35.5;9;5;631632.313;605157.438;19604.2;3843.3
BE;BEAR;AVN;2014;P;03.04.2014;982;200;2;BAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.667;4.667;0;0;34.375;17.375;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;BEAR;AVN;2014;E;10.07.2014;982;200;2;BAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.667;4.667;0;0;27.917;17.375;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;BEAR;AVN;2015;P;24.03.2015;982;200;2;BAL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BE;BEAR;AVN;2015;E;08.07.2015;982;200;2;BAL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BE;BEAR;AVN;2016;P;16.03.2016;982;200;2;BAL;0.833;0;0;0;0.917;0;0;0;2;0;0;0;1;0;0;0;29010.521;0;0;0;6.458;0.5;0.5;0;20.708;0.667;0.667;0;15;2;2;0;7.5;2;2;0;204996.19;4159.664;4159.664;0
BE;BEAR;AVN;2016;E;27.06.2016;982;200;2;BAL;1.083;1.083;1.083;1.083;1.208;1.208;1.208;1.208;2;2;2;2;1;2;2;2;26727.035;26727.035;26727.035;26727.035;5.375;5.375;5.375;5.375;20.625;12.25;11.5;11.5;25;20;16;16;12.5;20;16;16;179636.03;114171.104;109524.954;109524.954
BE;BEAR;AV;2007;P;06.04.2007;982;200;2;BAL;0.25;0.25;0.25;0;0.25;0.25;0.25;0;1;1;1;0;0.5;1;1;0;6039.593;6039.593;6039.593;0;4.5;4.5;4.5;0.375;25.292;5.708;5.708;0.375;32;5;5;1;16;5;5;1;205953.509;61042.829;61042.829;2163.769
BE;BEAR;AV;2007;E;20.07.2007;982;200;2;BAL;0.25;0.25;0;0;0.25;0.25;0;0;1;1;0;0;0.5;1;0;0;6039.593;6039.593;0;0;4.5;4.5;4.375;4.375;32.083;17.375;11.25;9.708;34;15;8;3;17;15;8;3;266288.346;159225.103;95874.414;86524.615
BE;BEAR;AV;2009;P;06.04.2009;982;200;2;BAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.333;2.125;0;0;8.625;6.083;0;0;13;10;0;0;6.5;5;0;0;87949;56916;0;0
BE;BEAR;AV;2009;E;22.07.2009;982;200;2;BAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.125;2.125;0;0;6.083;6.083;0;0;10;10;0;0;5;5;0;0;56916;56916;0;0
BE;BEAR;AV;2011;P;29.03.2011;982;200;2;BAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.083;4.083;0;0;8.417;4.833;0;0;9;3;0;0;4.5;1.5;0;0;74220.828;46777.828;0;0
BE;BEAR;AV;2011;E;17.07.2011;982;200;2;BAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.083;4.083;0.25;0.25;6.083;5.083;0.25;0.25;7;4;1;1;3.5;2;1;1;54179.888;48219.888;1442.06;1442.06
BE;BEAR;AV;2012;P;20.03.2012;982;200;2;BAL;0.917;0.917;0;0;1;1;0;0;2;2;0;0;1;1;0;0;25168.443;25168.443;0;0;17.75;17.75;8.125;1.875;101.167;92.333;34.375;10.042;73;56;26;15;36.5;28;26;15;1020781.667;951776.9757;309138.347;77237.55
BE;BEAR;AV;2012;E;28.06.2012;982;200;2;BAL;0.917;0.917;0;0;1;1;0;0;2;2;0;0;1;1;0;0;25168.443;25168.443;0;0;17.75;17.75;1.333;1.333;110.792;102.208;1.75;1.333;87;71;2;1;43.5;35.5;2;1;1089087.834;1021525.203;12750.036;9457.433
BE;BEAR;AV;2013;P;19.03.2013;982;200;2;BAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.708;15.708;9.667;0.5;76.417;61.833;15.542;2.417;77;47;20;10;38.5;23.5;20;10;643768.44;547545.338;120984.7;13858.6
BE;BEAR;AV;2013;E;24.06.2013;982;200;2;BAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.708;15.708;0.875;0.417;75.75;71.042;3.042;0.708;86;71;9;5;43;35.5;9;5;631632.313;605157.438;19604.2;3843.3
BE;BEAR;AV;2015;P;24.03.2015;982;200;2;BAL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BE;BEAR;AV;2015;E;08.07.2015;982;200;2;BAL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BE;BEAR;AV;2016;P;16.03.2016;982;200;2;BAL;0.833;0;0;0;0.917;0;0;0;2;0;0;0;1;0;0;0;29010.521;0;0;0;6.458;0.5;0.5;0;20.708;0.667;0.667;0;15;2;2;0;7.5;2;2;0;204996.19;4159.664;4159.664;0
BE;BEAR;AV;2016;E;27.06.2016;982;200;2;BAL;1.083;1.083;1.083;1.083;1.208;1.208;1.208;1.208;2;2;2;2;1;2;2;2;26727.035;26727.035;26727.035;26727.035;5.375;5.375;5.375;5.375;20.625;12.25;11.5;11.5;25;20;16;16;12.5;20;16;16;179636.03;114171.104;109524.954;109524.954
BE;CHAN;AM;2004;P;29.03.2004;433;NA;0;BRENS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;CHAN;AM;2004;E;20.07.2004;433;NA;0;BRENS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;CHAN;AM;2007;P;03.04.2007;433;NA;0;BRENS;20.042;17.292;17.292;11.042;186.5;36.833;37.167;18.5;118;20;21;10;59;20;21;10;2768415.002;606244.673;610208.676;292526.236;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;CHAN;AM;2007;E;23.08.2007;433;NA;0;BRENS;86.583;86.583;60;30;181.792;136.417;60;30;92;39;1;1;46;39;1;1;2916867.895;2335469.9;1081386.558;478985.661;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;CHAN;AM;2009;P;31.03.2009;433;NA;0;BRENS;24.708;10.292;1.875;0.917;166.75;44;16;9.583;132;70;30;17;66;35;30;17;2415898;569126;190901;117087;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;CHAN;AM;2009;E;23.07.2009;433;NA;0;BRENS;16.542;10.292;5.833;2.542;141.333;100.75;34.917;15.75;167;144;39;24;83.5;72;39;24;1914261.14;1307604.14;461088.14;212178.14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;CHAN;AM;2011;P;30.03.2011;433;NA;0;BRENS;9.583;6.667;0.292;0.292;109.583;35.333;0.75;0.458;138;40;5;3;69;20;5;3;1577881.186;549795.186;8168.877;4975.633;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;CHAN;AM;2011;E;17.07.2011;433;NA;0;BRENS;6.667;6.667;5;5;73.75;53.458;17.417;14.458;113;71;27;19;56.5;35.5;27;19;1047098.043;791603.043;233848.024;197159.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;CHAN;AM;2012;P;22.03.2012;433;NA;0;BRENS;7.708;7.708;2.458;0.583;93.292;50.25;17.75;4.958;135;59;32;13;67.5;29.5;32;13;1321295.31;744777.928;222332.875;58248.704;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;CHAN;AM;2012;E;11.09.2012;433;NA;0;BRENS;19.375;19.375;2.667;2.667;156.875;150.208;20.792;9.042;151;137;34;11;75.5;68.5;34;11;2221298.664;2144458.779;253449.234;102921.577;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;CHAN;AM;2013;P;20.03.2013;433;NA;0;BRENS;19.375;18.083;11.292;1.708;193.958;89.708;31.708;11;147;62;27;17;73.5;31;27;17;2883568.396;1429883.177;446725.6;135276.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;CHAN;AM;2015;P;26.03.2015;433;NA;0;BRENS;20.75;5.75;5;5;154.917;61.208;29.292;16.792;180;89;47;24;90;44.5;47;24;2199192.01;837706.126;391908.084;227657.543;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;CHAN;AV;2004;P;29.03.2004;433;NA;0;BRENS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;CHAN;AV;2004;E;20.07.2004;433;NA;0;BRENS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;CHAN;AV;2007;P;28.03.2007;433;NA;0;BRENS;26.042;17.292;17.292;17.042;190.167;34.5;35.458;22.167;115;17;21;7;57.5;17;21;7;2902133.654;580471.049;591610.709;399862.134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;CHAN;AV;2007;E;20.07.2007;433;NA;0;BRENS;52.583;52.583;52.583;30;168.083;102.417;57.542;30;110;39;4;1;55;39;4;1;2638869.003;1787678.667;1073075.846;617240.513;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;CHAN;AV;2009;P;31.03.2009;433;NA;0;BRENS;24.708;10.292;1.875;0.917;166.75;44;16;9.583;132;70;30;17;66;35;30;17;2415898;569126;190901;117087;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;CHAN;AV;2009;E;22.07.2009;433;NA;0;BRENS;16.542;10.292;5.833;2.5;141.375;100.042;34.542;15.625;167;143;39;24;83.5;71.5;39;24;1914218.871;1298821.871;456512.871;210563.871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;CHAN;AV;2011;P;30.03.2011;433;NA;0;BRENS;9.583;6.667;0.292;0.292;109.583;35.333;0.75;0.458;138;40;5;3;69;20;5;3;1577881.186;549795.186;8168.877;4975.633;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;CHAN;AV;2011;E;17.07.2011;433;NA;0;BRENS;6.667;6.667;5;5;73.75;53.458;17.417;14.458;113;71;27;19;56.5;35.5;27;19;1047098.043;791603.043;233848.024;197159.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;CHAN;AV;2012;P;22.03.2012;433;NA;0;BRENS;7.708;7.708;2.458;0.583;93.292;50.25;17.75;4.958;135;59;32;13;67.5;29.5;32;13;1321295.31;744777.928;222332.875;58248.704;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;CHAN;AV;2012;E;11.09.2012;433;NA;0;BRENS;19.375;19.375;2.667;2.667;156.875;150.208;20.792;9.042;151;137;34;11;75.5;68.5;34;11;2221298.664;2144458.779;253449.234;102921.577;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;CHAN;AV;2013;P;20.03.2013;433;NA;0;BRENS;19.375;18.083;11.292;1.708;193.958;89.708;31.708;11;147;62;27;17;73.5;31;27;17;2883568.396;1429883.177;446725.6;135276.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;CHAN;AV;2014;P;03.04.2014;433;NA;0;BRENS;45.208;11.667;11.667;2.083;252.417;73.75;41.333;18.042;133;53;34;24;66.5;26.5;34;24;4005042.415;1090768.515;597107.799;245698.763;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;CHAN;AV;2015;P;26.03.2015;433;NA;0;BRENS;20.75;5.75;5;5;154.917;61.208;29.292;16.792;180;89;47;24;90;44.5;47;24;2199192.01;837706.126;391908.084;227657.543;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;CHAN;AV;2015;E;07.07.2015;433;NA;0;BRENS;26.208;26.208;15.583;10.792;182.25;131.375;42.917;21.5;155;134;25;13;77.5;67;25;13;2844734.168;2012425.909;661043.853;291365.42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;CHAN;AV;2016;P;17.03.2016;433;NA;0;BRENS;26.208;12.458;12.458;8.417;182.167;65.583;47.333;24.333;125;31;19;8;62.5;15.5;19;8;2783577.555;1014242.851;710152.854;350182.127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;CHAN;AV;2016;E;28.06.2016;433;NA;0;BRENS;40.25;40.25;40.25;30;179.75;131.833;44.458;30;108;62;12;1;54;31;12;1;2773101.099;2157905.956;859488.782;649027.381;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;ENIL;AM;2003;E;21.07.2003;229;NA;1;BAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;ENIL;AM;2004;P;29.03.2004;229;NA;1;BAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;ENIL;AM;2005;E;21.07.2005;0;NA;1;BAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;ENIL;AM;2006;P;24.04.2006;0;NA;1;BAL;112.958;60.333;59.958;29.958;112.958;60.333;59.958;29.958;1;1;1;1;1;1;1;1;293530.016;217021.082;216557.87;149199.233;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;ENIL;AM;2007;P;28.03.2007;0;NA;1;BAL;364.958;48.292;59.958;29.958;364.958;48.292;59.958;29.958;1;1;1;1;0.5;1;1;1;884394.015;155930.596;173146.839;117212.019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;ENIL;AM;2007;E;20.07.2007;0;NA;1;BAL;364.958;162.292;60;30;364.958;162.292;60;30;1;1;1;1;0.5;1;1;1;920489.461;492311.186;221891.84;140272.286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;ENIL;AM;2009;P;31.03.2009;0;NA;1;BAL;364.958;207.125;59.958;29.958;364.958;207.125;59.958;29.958;1;1;1;1;0.5;0.5;1;1;717846;388253;102124;56706;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;ENIL;AM;2009;E;23.07.2009;0;NA;1;BAL;364.958;321.125;60;30;364.958;321.125;60;30;1;1;1;1;0.5;0.5;1;1;656285.107;580889.107;92695.107;43253.107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;ENIL;AM;2011;P;28.03.2011;0;NA;1;BAL;364.917;143.875;59.958;29.958;364.917;143.875;59.958;29.958;1;1;1;1;0.5;0.5;1;1;615596.152;243125.152;78744.253;46879.935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;ENIL;AM;2011;E;16.07.2011;0;NA;1;BAL;364.958;253.875;60;30;364.958;253.875;60;30;1;1;1;1;0.5;0.5;1;1;564577.905;424918.905;93205.43;46803.258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;ENIL;AM;2012;P;21.03.2012;0;NA;1;BAL;364.958;185.708;60;30;364.958;185.708;60;30;1;1;1;1;0.5;0.5;1;1;1574153.474;1211004.672;372692.276;126517.573;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;ENIL;AM;2012;E;26.06.2012;0;NA;1;BAL;364.958;282.667;60;30;364.958;282.667;60;30;1;1;1;1;0.5;0.5;1;1;1656880.999;1458090.158;122215.063;57053.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;ENIL;AM;2013;P;18.03.2013;0;NA;1;BAL;364.958;192.792;60;30;364.958;192.792;60;30;1;1;1;1;0.5;0.5;1;1;1241588.48;820010.388;232299;83352.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;ENIL;AM;2013;E;27.06.2013;0;NA;1;BAL;364.958;293.75;60;30;364.958;293.75;60;30;1;1;1;1;0.5;0.5;1;1;1285435.734;1119819.188;152011.2;67539.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;ENIL;AM;2015;P;25.03.2015;0;NA;1;BAL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BE;ENIL;AM;2015;E;08.07.2015;0;NA;1;BAL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BE;ENIL;AM;2016;P;18.03.2016;0;NA;1;BAL;364.417;50.417;60;30;364.417;50.417;60;30;1;1;1;1;0.5;1;1;1;848633.128;94122.565;108246.947;57869.144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;ENIL;AM;2016;E;28.06.2016;0;NA;1;BAL;364.958;152.375;60;30;364.958;152.375;60;30;1;1;1;1;0.5;1;1;1;835969.884;424864.92;228672.249;168696.094;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;ENIL;AV;2007;P;28.03.2007;0;NA;1;BAL;364.958;48.292;59.958;29.958;364.958;48.292;59.958;29.958;1;1;1;1;0.5;1;1;1;884394.015;155930.596;173146.839;117212.019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;ENIL;AV;2007;E;20.07.2007;0;NA;1;BAL;364.958;162.292;60;30;364.958;162.292;60;30;1;1;1;1;0.5;1;1;1;920489.461;492311.186;221891.84;140272.286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;ENIL;AV;2009;P;31.03.2009;0;NA;1;BAL;364.958;207.125;59.958;29.958;364.958;207.125;59.958;29.958;1;1;1;1;0.5;0.5;1;1;717846;388253;102124;56706;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;ENIL;AV;2009;E;23.07.2009;0;NA;1;BAL;364.958;321.125;60;30;364.958;321.125;60;30;1;1;1;1;0.5;0.5;1;1;656285.107;580889.107;92695.107;43253.107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;ENIL;AV;2011;P;28.03.2011;0;NA;1;BAL;364.917;143.875;59.958;29.958;364.917;143.875;59.958;29.958;1;1;1;1;0.5;0.5;1;1;615596.152;243125.152;78744.253;46879.935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;ENIL;AV;2011;E;16.07.2011;0;NA;1;BAL;364.958;253.875;60;30;364.958;253.875;60;30;1;1;1;1;0.5;0.5;1;1;564577.905;424918.905;93205.43;46803.258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
