Sector;Station;Site;Year;Season;Date_sample;Qc;Qcs;Lag;Qref;Oey;Oe2m;Oem;Ony;On2m;Onm;Ofy;Of2m;Ofm;Bey;Be2m;Bem;Bny;Bn2m;Bnm;Bfy;Bf2m;Bfm;Lem;Le2m;Ley
BC;MORT;CE;2016;E;12.07.2016;NA;611;0;EVIE;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;110.167;51.958;26.875;53.000;8.000;5.000;0.302;0.866;0.896;3.208;8.208;256.292
BC;MORT;AV;2002;E;28.08.2002;NA;550;0;EVIE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BC;MORT;AV;2003;E;01.07.2003;NA;550;0;EVIE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BC;MORT;AV;2008;P;23.04.2008;NA;550;0;EVIE;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;139.917;20.167;13.667;70.000;21.000;14.000;0.383;0.336;0.456;16.292;40.000;225.792
BC;MORT;AV;2008;E;14.07.2008;NA;550;0;EVIE;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;132.708;43.792;24.750;80.000;13.000;10.000;0.364;0.730;0.825;5.417;16.375;233.167
BC;MORT;AV;2010;P;14.04.2010;NA;550;0;EVIE;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;86.167;23.208;13.333;125.000;16.000;11.000;0.236;0.387;0.444;16.625;37.083;279.917
BC;MORT;AV;2010;E;07.07.2010;NA;550;0;EVIE;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;90.167;25.750;17.708;104.000;22.000;14.000;0.247;0.429;0.590;12.708;34.750;276.125
BC;MORT;AV;2012;P;27.03.2012;NA;550;0;EVIE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BC;MORT;AV;2012;E;02.07.2012;NA;550;0;EVIE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BC;MORT;AV;2014;P;18.03.2014;NA;550;0;EVIE;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;200.792;32.917;16.833;115.000;28.000;18.000;0.550;0.549;0.561;13.750;27.875;166.250
BC;MORT;AV;2014;E;07.07.2014;NA;550;0;EVIE;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;135.792;9.208;2.958;128.000;17.000;9.000;0.372;0.153;0.099;27.000;51.042;231.042
BC;MORT;AV;2016;P;13.04.2016;NA;550;0;EVIE;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;124.333;29.167;5.500;72.000;13.000;5.000;0.341;0.486;0.183;24.500;31.042;241.208
BC;MORT;AV;2016;E;13.07.2016;NA;550;0;EVIE;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;146.208;54.000;28.208;58.000;6.000;4.000;0.401;0.900;0.940;2.042;6.250;220.000
BC;NAPP;AM;2002;E;27.08.2002;1200;368;2;PTCO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BC;NAPP;AM;2003;P;16.04.2003;1200;368;2;PTCO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BC;NAPP;AM;2003;E;03.07.2003;1200;368;2;PTCO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BC;NAPP;AM;2005;P;08.04.2005;1200;368;2;PTCO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BC;NAPP;AM;2005;E;14.07.2005;1200;368;2;PTCO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BC;NAPP;AM;2010;P;13.04.2010;1200;368;2;PTCO;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.583;0.000;0.000;4.000;0.000;0.000;0.002;0.000;0.000;30.000;60.000;364.375
BC;NAPP;AM;2010;E;14.06.2010;1200;368;2;PTCO;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;2.583;2.000;2.000;7.000;3.000;3.000;0.007;0.033;0.067;28.083;58.083;362.458
BC;NAPP;AM;2014;P;18.03.2014;1200;368;2;PTCO;2.625;0.000;0.000;3.000;0.000;0.000;0.007;0.000;0.000;44.708;11.208;3.917;48.000;16.000;7.000;0.122;0.187;0.131;26.083;48.792;317.667
BC;NAPP;AM;2014;E;08.07.2014;1200;368;2;PTCO;2.625;0.000;0.000;3.000;0.000;0.000;0.007;0.000;0.000;44.167;0.000;0.000;46.000;0.000;0.000;0.121;0.000;0.000;30.000;60.000;319.042
BC;NAPP;AM;2016;P;15.04.2016;1200;368;2;PTCO;1.000;0.000;0.000;1.000;0.000;0.000;0.003;0.000;0.000;8.208;1.750;0.000;10.000;2.000;0.000;0.022;0.029;0.000;30.000;58.250;355.792
BC;NAPP;AM;2016;E;05.07.2016;1200;368;2;PTCO;0.875;0.875;0.875;2.000;2.000;2.000;0.002;0.015;0.029;7.583;4.167;4.167;11.000;5.000;5.000;0.021;0.069;0.139;24.958;54.958;356.542
BC;NAPP;AV;2002;E;27.08.2002;1200;368;2;PTCO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BC;NAPP;AV;2003;P;16.04.2003;1200;368;2;PTCO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BC;NAPP;AV;2005;P;08.04.2005;1200;368;2;PTCO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BC;NAPP;AV;2005;E;14.07.2005;1200;368;2;PTCO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BC;PLAI;AM;2008;P;28.04.2008;NA;650;1;EVIE;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;99.542;10.792;8.000;48.000;10.000;8.000;0.273;0.180;0.267;22.000;49.208;266.625
BC;PLAI;AM;2008;E;15.07.2008;NA;650;1;EVIE;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;83.542;31.750;13.833;60.000;23.000;20.000;0.229;0.529;0.461;16.792;29.167;283.208
BC;PLAI;AM;2010;P;13.04.2010;NA;650;1;EVIE;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;35.542;14.792;8.333;52.000;12.000;7.000;0.097;0.247;0.278;21.917;45.500;330.042
BC;PLAI;AM;2010;E;07.07.2010;NA;650;1;EVIE;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;46.333;13.167;8.958;52.000;12.000;5.000;0.127;0.219;0.299;21.208;47.000;319.417
BC;PLAI;AM;2012;P;04.04.2012;NA;650;1;EVIE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BC;PLAI;AM;2012;E;10.07.2012;NA;650;1;EVIE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BC;PLAI;AM;2014;P;04.04.2014;NA;650;1;EVIE;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;135.917;15.542;2.083;82.000;20.000;8.000;0.372;0.259;0.069;27.875;44.750;230.542
BC;PLAI;AM;2014;E;08.07.2014;NA;650;1;EVIE;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;72.167;2.333;0.292;72.000;4.000;1.000;0.198;0.039;0.010;29.708;57.667;293.583
BC;PLAI;AM;2016;P;14.04.2016;NA;650;1;EVIE;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;67.250;14.625;1.125;33.000;9.000;1.000;0.184;0.244;0.038;28.833;45.792;298.083
BC;PLAI;AM;2016;E;13.07.2016;NA;650;1;EVIE;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;94.583;48.750;24.125;37.000;8.000;5.000;0.259;0.813;0.804;5.875;11.250;271.208
BC;PLAI;AV;2008;P;28.04.2008;NA;650;1;EVIE;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;99.542;10.792;8.000;48.000;10.000;8.000;0.273;0.180;0.267;22.000;49.208;266.625
BC;PLAI;AV;2008;E;15.07.2008;NA;650;1;EVIE;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;83.542;31.750;13.833;60.000;23.000;20.000;0.229;0.529;0.461;16.792;29.167;283.208
BC;PLAI;AV;2010;P;13.04.2010;NA;650;1;EVIE;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;35.542;14.792;8.333;52.000;12.000;7.000;0.097;0.247;0.278;21.917;45.500;330.042
BC;PLAI;AV;2010;E;07.07.2010;NA;650;1;EVIE;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;46.333;13.167;8.958;52.000;12.000;5.000;0.127;0.219;0.299;21.208;47.000;319.417
BC;PLAI;AV;2012;P;04.04.2012;NA;650;1;EVIE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BC;PLAI;AV;2012;E;10.07.2012;NA;650;1;EVIE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BC;PLAI;AV;2014;P;04.04.2014;NA;650;1;EVIE;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;135.917;15.542;2.083;82.000;20.000;8.000;0.372;0.259;0.069;27.875;44.750;230.542
BC;PLAI;AV;2014;E;08.07.2014;NA;650;1;EVIE;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;72.167;2.333;0.292;72.000;4.000;1.000;0.198;0.039;0.010;29.708;57.667;293.583
BC;PLAI;AV;2016;P;14.04.2016;NA;650;1;EVIE;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;67.250;14.625;1.125;33.000;9.000;1.000;0.184;0.244;0.038;28.833;45.792;298.083
BC;PLAI;AV;2016;E;13.07.2016;NA;650;1;EVIE;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;94.583;48.750;24.125;37.000;8.000;5.000;0.259;0.813;0.804;5.875;11.250;271.208
BC;PONT;AM;2008;P;28.04.2008;1266;NA;1;EVIE;1.542;0.833;0.833;2.000;1.000;1.000;0.004;0.014;0.028;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;29.167;59.167;363.458
BC;PONT;AM;2008;E;15.07.2008;1266;NA;1;EVIE;0.833;0.000;0.000;1.000;0.000;0.000;0.002;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;30.000;60.000;364.167
BC;PONT;AM;2010;P;13.04.2010;1266;NA;1;EVIE;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;30.000;60.000;365.000
BC;PONT;AM;2010;E;07.07.2010;1266;NA;1;EVIE;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;30.000;60.000;365.000
BC;PONT;AM;2012;P;04.04.2012;1266;NA;1;EVIE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BC;PONT;AM;2012;E;10.07.2012;1266;NA;1;EVIE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BC;PONT;AM;2014;P;04.04.2014;1266;NA;1;EVIE;3.958;0.000;0.000;5.000;0.000;0.000;0.011;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;30.000;60.000;361.042
BC;PONT;AM;2014;E;08.07.2014;1266;NA;1;EVIE;3.958;0.000;0.000;5.000;0.000;0.000;0.011;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;30.000;60.000;361.042
BC;PONT;AM;2016;P;14.04.2016;1266;NA;1;EVIE;3.625;0.000;0.000;1.000;0.000;0.000;0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;30.000;60.000;361.375
BC;PONT;AM;2016;E;13.07.2016;1266;NA;1;EVIE;2.875;2.875;2.875;1.000;1.000;1.000;0.008;0.048;0.096;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;27.125;57.125;362.125
BC;PONT;AV;2008;P;28.04.2008;1266;C;1;EVIE;1.542;0.833;0.833;2.000;1.000;1.000;0.004;0.014;0.028;253.458;38.125;18.583;338.000;61.000;27.000;0.694;0.635;0.619;10.584;21.042;110.000
BC;PONT;AV;2008;E;15.07.2008;1266;C;1;EVIE;0.833;0.000;0.000;1.000;0.000;0.000;0.002;0.000;0.000;250.542;39.500;19.042;343.000;61.000;33.000;0.686;0.658;0.635;10.958;20.500;113.625
BC;PONT;AV;2010;P;13.04.2010;1266;C;1;EVIE;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;250.375;41.042;20.750;337.000;54.000;27.000;0.686;0.684;0.692;9.250;18.958;114.625
BC;PONT;AV;2010;E;07.07.2010;1266;C;1;EVIE;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;255.500;41.417;20.708;328.000;57.000;30.000;0.700;0.690;0.690;9.292;18.583;109.500
BC;PONT;AV;2012;P;04.04.2012;1266;C;1;EVIE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BC;PONT;AV;2012;E;10.07.2012;1266;C;1;EVIE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BC;PONT;AV;2014;P;04.04.2014;1266;C;1;EVIE;3.958;0.000;0.000;5.000;0.000;0.000;0.011;0.000;0.000;236.958;37.292;17.458;367.000;66.000;36.000;0.649;0.622;0.582;12.542;22.708;124.084
BC;PONT;AV;2014;E;08.07.2014;1266;C;1;EVIE;3.958;0.000;0.000;5.000;0.000;0.000;0.011;0.000;0.000;238.458;42.500;21.500;364.000;52.000;26.000;0.653;0.708;0.717;8.500;17.500;122.584
BC;PONT;AV;2016;P;14.04.2016;1266;C;1;EVIE;3.625;0.000;0.000;1.000;0.000;0.000;0.010;0.000;0.000;251.792;43.875;22.917;335.000;50.000;26.000;0.690;0.731;0.764;7.083;16.125;109.583
BC;PONT;AV;2016;E;13.07.2016;1266;C;1;EVIE;2.875;2.875;2.875;1.000;1.000;1.000;0.008;0.048;0.096;252.500;39.667;17.292;338.000;60.000;34.000;0.692;0.661;0.576;9.833;17.458;109.625
BC;ROSS;AM;2002;E;26.08.2002;1100;627;8;PTCO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BC;ROSS;AM;2003;P;15.04.2003;1100;627;8;PTCO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BC;ROSS;AM;2003;E;02.07.2003;1100;627;8;PTCO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BC;ROSS;AM;2008;P;03.04.2008;1100;627;8;PTCO;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.375;0.000;0.000;1.000;0.000;0.000;0.001;0.000;0.000;30.000;60.000;364.583
BC;ROSS;AM;2008;E;14.07.2008;1100;627;8;PTCO;0.042;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;2.250;0.000;0.000;1.000;0.000;0.000;0.006;0.000;0.000;30.000;60.000;362.708
BC;ROSS;AM;2010;P;15.04.2010;1100;627;8;PTCO;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;30.000;60.000;365.000
BC;ROSS;AM;2010;E;06.07.2010;1100;627;8;PTCO;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.750;0.750;0.167;2.000;2.000;1.000;0.002;0.013;0.006;29.833;59.292;364.250
BC;ROSS;AM;2012;P;27.03.2012;1100;627;8;PTCO;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.792;0.000;0.000;5.000;0.000;0.000;0.010;0.000;0.000;30.000;60.000;361.292
BC;ROSS;AM;2012;E;02.07.2012;1100;627;8;PTCO;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;4.292;0.500;0.000;6.000;1.000;0.000;0.012;0.008;0.000;30.000;59.542;360.833
BC;ROSS;AM;2014;P;17.03.2014;1100;627;8;PTCO;3.667;0.000;0.000;4.000;0.000;0.000;0.010;0.000;0.000;7.458;0.333;0.000;13.000;2.000;0.000;0.020;0.006;0.000;30.000;59.667;353.875
BC;ROSS;AM;2014;E;08.07.2014;1100;627;8;PTCO;3.667;0.000;0.000;4.000;0.000;0.000;0.010;0.000;0.000;7.458;0.000;0.000;13.000;0.000;0.000;0.020;0.000;0.000;30.000;60.000;354.083
BC;ROSS;AM;2016;P;06.04.2016;1100;627;8;PTCO;1.583;0.000;0.000;2.000;0.000;0.000;0.004;0.000;0.000;2.000;0.000;0.000;4.000;0.000;0.000;0.005;0.000;0.000;30.000;60.000;360.917
BC;ROSS;AM;2016;E;12.07.2016;1100;627;8;PTCO;2.167;2.167;2.167;1.000;1.000;1.000;0.006;0.036;0.072;1.458;1.375;1.375;4.000;3.000;3.000;0.004;0.023;0.046;26.625;56.625;361.500
BC;ROSS;CE;2004;E;27.09.2004;1100;627;8;PTCO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BC;ROSS;CE;2005;P;07.04.2005;1100;627;8;PTCO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BC;ROSS;CE;2005;E;20.07.2005;1100;627;8;PTCO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BC;ROSS;AV;2002;E;26.08.2002;1100;627;8;PTCO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BC;ROSS;AV;2003;P;15.04.2003;1100;627;8;PTCO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BC;ROSS;AV;2003;E;02.07.2003;1100;627;8;PTCO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BC;ROSS;AV;2008;P;23.04.2008;1100;627;8;PTCO;0.042;0.042;0.042;1.000;1.000;1.000;0.000;0.001;0.001;2.625;2.250;2.250;2.000;1.000;1.000;0.007;0.038;0.075;27.708;57.708;362.333
BC;ROSS;AV;2008;E;14.07.2008;1100;627;8;PTCO;0.042;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;2.250;0.000;0.000;1.000;0.000;0.000;0.006;0.000;0.000;30.000;60.000;362.708
BC;ROSS;AV;2010;P;15.04.2010;1100;627;8;PTCO;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;30.000;60.000;365.000
BC;ROSS;AV;2010;E;06.07.2010;1100;627;8;PTCO;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.750;0.750;0.167;2.000;2.000;1.000;0.002;0.013;0.006;29.833;59.292;364.250
BC;ROSS;AV;2012;P;27.03.2012;1100;627;8;PTCO;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.792;0.000;0.000;5.000;0.000;0.000;0.010;0.000;0.000;30.000;60.000;361.292
BC;ROSS;AV;2012;E;02.07.2012;1100;627;8;PTCO;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;4.292;0.500;0.000;6.000;1.000;0.000;0.012;0.008;0.000;30.000;59.542;360.833
BC;ROSS;AV;2014;P;17.03.2014;1100;627;8;PTCO;3.667;0.000;0.000;4.000;0.000;0.000;0.010;0.000;0.000;7.458;0.333;0.000;13.000;2.000;0.000;0.020;0.006;0.000;30.000;59.667;353.875
BC;ROSS;AV;2014;E;08.07.2014;1100;627;8;PTCO;3.667;0.000;0.000;4.000;0.000;0.000;0.010;0.000;0.000;7.458;0.000;0.000;13.000;0.000;0.000;0.020;0.000;0.000;30.000;60.000;354.083
BC;ROSS;AV;2016;P;06.04.2016;1100;627;8;PTCO;1.583;0.000;0.000;2.000;0.000;0.000;0.004;0.000;0.000;2.000;0.000;0.000;4.000;0.000;0.000;0.005;0.000;0.000;30.000;60.000;360.917
BC;ROSS;AV;2016;E;12.07.2016;1100;627;8;PTCO;2.167;2.167;2.167;1.000;1.000;1.000;0.006;0.036;0.072;1.458;1.375;1.375;4.000;3.000;3.000;0.004;0.023;0.046;26.625;56.625;361.500
BC;TONK;AM;2006;P;25.04.2006;0;NA;1;PTCO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BC;TONK;AM;2008;P;25.04.2008;0;NA;1;PTCO;365.000;60.000;30.000;1.000;1.000;1.000;1.000;1.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BC;TONK;AM;2008;E;17.07.2008;0;NA;1;PTCO;365.000;60.000;30.000;1.000;1.000;1.000;1.000;1.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BC;TONK;AM;2010;P;12.04.2010;0;NA;1;PTCO;365.000;60.000;30.000;1.000;1.000;1.000;1.000;1.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BC;TONK;AM;2010;E;08.07.2010;0;NA;1;PTCO;365.000;60.000;30.000;1.000;1.000;1.000;1.000;1.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BC;TONK;AM;2012;P;29.03.2012;0;NA;1;PTCO;365.000;60.000;30.000;1.000;1.000;1.000;1.000;1.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BC;TONK;AM;2012;E;03.07.2012;0;NA;1;PTCO;365.000;60.000;30.000;1.000;1.000;1.000;1.000;1.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BC;TONK;AM;2016;P;07.04.2016;0;NA;1;PTCO;365.000;60.000;30.000;1.000;1.000;1.000;1.000;1.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BC;TONK;AM;2016;E;06.07.2016;0;NA;1;PTCO;365.000;60.000;30.000;1.000;1.000;1.000;1.000;1.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BC;TONK;AV;2006;P;25.04.2006;0;NA;1;PTCO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BC;TONK;AV;2006;E;18.07.2006;0;NA;1;PTCO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BC;TONK;AV;2008;P;18.04.2008;0;NA;1;PTCO;365.000;60.000;30.000;1.000;1.000;1.000;1.000;1.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BC;TONK;AV;2008;E;18.07.2008;0;NA;1;PTCO;365.000;60.000;30.000;1.000;1.000;1.000;1.000;1.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BC;TONK;AV;2010;P;14.04.2010;0;NA;1;PTCO;365.000;60.000;30.000;1.000;1.000;1.000;1.000;1.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BC;TONK;AV;2010;E;08.07.2010;0;NA;1;PTCO;365.000;60.000;30.000;1.000;1.000;1.000;1.000;1.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BC;TONK;AV;2012;P;28.03.2012;0;NA;1;PTCO;365.000;60.000;30.000;1.000;1.000;1.000;1.000;1.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BC;TONK;AV;2012;E;04.07.2012;0;NA;1;PTCO;365.000;60.000;30.000;1.000;1.000;1.000;1.000;1.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BC;TONK;AV;2016;P;08.04.2016;0;NA;1;PTCO;365.000;60.000;30.000;1.000;1.000;1.000;1.000;1.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BC;TONK;AV;2016;E;05.07.2016;0;NA;1;PTCO;365.000;60.000;30.000;1.000;1.000;1.000;1.000;1.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BC;VACH;AM;2003;E;23.07.2003;0;NA;0;PTCO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BC;VACH;AM;2004;P;02.04.2004;0;NA;0;PTCO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BC;VACH;AM;2008;P;06.05.2008;0;NA;0;PTCO;365.000;60.000;30.000;1.000;1.000;1.000;1.000;1.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BC;VACH;AM;2008;E;03.09.2008;0;NA;0;PTCO;365.000;60.000;30.000;1.000;1.000;1.000;1.000;1.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BC;VACH;AM;2010;P;15.04.2010;0;NA;0;PTCO;365.000;60.000;30.000;1.000;1.000;1.000;1.000;1.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BC;VACH;AM;2011;P;30.03.2011;0;NA;0;PTCO;365.000;60.000;30.000;1.000;1.000;1.000;1.000;1.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BC;VACH;AM;2011;E;11.09.2011;0;NA;0;PTCO;365.000;60.000;30.000;1.000;1.000;1.000;1.000;1.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
