Code,Order,Family,Genus,Species,null,slow,med,fast,x,o,b,a,p,s1,s2,s3,s4,s5,s6,s7,sws,swd,bub,spw,ses,othl,gra,min,xyl,shr,gat,aff,pff,pre,par,othf,teg,gil,pls,spi,ves,aqpa,aqac,aepa,aeac,l1y,e1y,m1y,ly,my,ovo,fie,cie,fic,frc,vec,tec,ase,egg,coc,hou,did,non,SEPARATION,BEAR_Up_03_Su,BEAR_Up_04_Sp,BEAR_Up_05_Su,BEAR_Up_06_Sp,BEAR_Up_07_Su,BEAR_Up_07_Sp,BEAR_Up_09_Su,BEAR_Up_09_Sp,BEAR_Up_11_Su,BEAR_Up_11_Sp,BEAR_Up_12_Su,BEAR_Up_12_Sp,BEAR_Up_13_Su,BEAR_Up_13_Sp,BEAR_Up_15_Su,BEAR_Up_15_Sp,BEAR_Up_16_Su,BEAR_Up_16_Sp,BEAR_Do_03_Su,BEAR_Do_04_Sp,BEAR_Do_05_Su,BEAR_Do_06_Sp,BEAR_Do_07_Su,BEAR_Do_07_Sp,BEAR_Do_09_Su,BEAR_Do_09_Sp,BEAR_Do_11_Su,BEAR_Do_11_Sp,BEAR_Do_12_Su,BEAR_Do_12_Sp,BEAR_Do_13_Su,BEAR_Do_13_Sp,BEAR_Do_15_Su,BEAR_Do_15_Sp,BEAR_Do_16_Su,BEAR_Do_16_Sp,BEAR_DoN_05_Su,BEAR_DoN_06_Sp,BEAR_DoN_07_Su,BEAR_DoN_07_Sp,BEAR_DoN_09_Su,BEAR_DoN_09_Sp,BEAR_DoN_11_Su,BEAR_DoN_11_Sp,BEAR_DoN_12_Su,BEAR_DoN_12_Sp,BEAR_DoN_13_Su,BEAR_DoN_13_Sp,BEAR_DoN_14_Su,BEAR_DoN_14_Sp,BEAR_DoN_15_Su,BEAR_DoN_15_Sp,BEAR_DoN_16_Su,BEAR_DoN_16_Sp,CHAN_Up_04_Su,CHAN_Up_04_Sp,CHAN_Up_07_Su,CHAN_Up_07_Sp,CHAN_Up_09_Su,CHAN_Up_09_Sp,CHAN_Up_11_Su,CHAN_Up_11_Sp,CHAN_Up_12_Su,CHAN_Up_12_Sp,CHAN_Up_13_Sp,CHAN_Up_15_Sp,CHAN_Do_04_Su,CHAN_Do_04_Sp,CHAN_Do_07_Su,CHAN_Do_07_Sp,CHAN_Do_09_Su,CHAN_Do_09_Sp,CHAN_Do_11_Su,CHAN_Do_11_Sp,CHAN_Do_12_Su,CHAN_Do_12_Sp,CHAN_Do_13_Sp,CHAN_Do_14_Sp,CHAN_Do_15_Su,CHAN_Do_15_Sp,CHAN_Do_16_Su,CHAN_Do_16_Sp,CRBL_Up_03_Su,CRBL_Up_03_Sp,CRBL_Up_08_Su,CRBL_Up_08_Sp,CRBL_Up_10_Su,CRBL_Up_10_Sp,CRBL_Up_12_Su,CRBL_Up_12_Sp,CRBL_Up_16_Su,CRBL_Up_16_Sp,ENIL_Up_03_Su,ENIL_Up_04_Sp,ENIL_Up_05_Su,ENIL_Up_06_Sp,ENIL_Up_07_Su,ENIL_Up_07_Sp,ENIL_Up_09_Su,ENIL_Up_09_Sp,ENIL_Up_11_Su,ENIL_Up_11_Sp,ENIL_Up_12_Su,ENIL_Up_12_Sp,ENIL_Up_13_Su,ENIL_Up_13_Sp,ENIL_Up_15_Su,ENIL_Up_15_Sp,ENIL_Up_16_Su,ENIL_Up_16_Sp,ENIL_Do_03_Su,ENIL_Do_04_Sp,ENIL_Do_05_Su,ENIL_Do_06_Sp,ENIL_Do_07_Su,ENIL_Do_07_Sp,ENIL_Do_09_Su,ENIL_Do_09_Sp,ENIL_Do_11_Su,ENIL_Do_11_Sp,ENIL_Do_12_Su,ENIL_Do_12_Sp,ENIL_Do_13_Su,ENIL_Do_13_Sp,ENIL_Do_15_Su,ENIL_Do_15_Sp,ENIL_Do_16_Su,ENIL_Do_16_Sp,ENIL_DoN_05_Su,ENIL_DoN_06_Sp,ENIL_DoN_07_Su,ENIL_DoN_07_Sp,ENIL_DoN_09_Su,ENIL_DoN_09_Sp,ENIL_DoN_11_Su,ENIL_DoN_11_Sp,ENIL_DoN_12_Su,ENIL_DoN_12_Sp,ENIL_DoN_13_Su,ENIL_DoN_13_Sp,ENIL_DoN_15_Su,ENIL_DoN_15_Sp,ENIL_DoN_16_Su,ENIL_DoN_16_Sp,FOUR_Up_03_Su,FOUR_Up_04_Sp,FOUR_Up_07_Su,FOUR_Up_07_Sp,FOUR_Up_09_Su,FOUR_Up_09_Sp,FOUR_Up_11_Su,FOUR_Up_11_Sp,FOUR_Up_12_Su,FOUR_Up_12_Sp,FOUR_Up_13_Su,FOUR_Up_13_Sp,FOUR_Up_15_Su,FOUR_Up_15_Sp,FOUR_Up_16_Su,FOUR_Up_16_Sp,FOUR_Do_03_Su,FOUR_Do_04_Sp,FOUR_Do_07_Su,FOUR_Do_07_Sp,FOUR_Do_09_Su,FOUR_Do_09_Sp,FOUR_Do_11_Su,FOUR_Do_11_Sp,FOUR_Do_12_Su,FOUR_Do_12_Sp,FOUR_Do_13_Su,FOUR_Do_13_Sp,FOUR_Do_15_Su,FOUR_Do_15_Sp,FOUR_Do_16_Su,FOUR_Do_16_Sp,GRAN_Up_04_Su,GRAN_Up_05_Sp,GRAN_Up_08_Su,GRAN_Up_08_Sp,GRAN_Up_10_Su,GRAN_Up_10_Sp,GRAN_Up_12_Su,GRAN_Up_12_Sp,GRAN_Up_14_Su,GRAN_Up_14_Sp,GRAN_Up_16_Su,GRAN_Up_16_Sp,GRAN_Do_04_Su,GRAN_Do_05_Sp,GRAN_Do_08_Su,GRAN_Do_08_Sp,GRAN_Do_10_Su,GRAN_Do_10_Sp,GRAN_Do_12_Su,GRAN_Do_12_Sp,GRAN_Do_14_Su,GRAN_Do_14_Sp,GRAN_Do_16_Su,GRAN_Do_16_Sp,LUCE_Up_03_Su,LUCE_Up_04_Sp,LUCE_Up_07_Su,LUCE_Up_07_Sp,LUCE_Up_09_Su,LUCE_Up_09_Sp,LUCE_Up_11_Su,LUCE_Up_11_Sp,LUCE_Up_12_Su,LUCE_Up_12_Sp,LUCE_Up_13_Su,LUCE_Up_13_Sp,LUCE_Up_15_Su,LUCE_Up_15_Sp,LUCE_Up_16_Su,LUCE_Up_16_Sp,LUCE_Do_03_Su,LUCE_Do_04_Sp,LUCE_Do_07_Su,LUCE_Do_07_Sp,LUCE_Do_09_Su,LUCE_Do_09_Sp,LUCE_Do_11_Su,LUCE_Do_11_Sp,LUCE_Do_12_Su,LUCE_Do_12_Sp,LUCE_Do_13_Su,LUCE_Do_13_Sp,LUCE_Do_15_Su,LUCE_Do_15_Sp,LUCE_Do_16_Su,LUCE_Do_16_Sp,LUIS_Up_03_Su,LUIS_Up_04_Sp,LUIS_Up_07_Su,LUIS_Up_07_Sp,LUIS_Up_09_Su,LUIS_Up_09_Sp,LUIS_Up_11_Su,LUIS_Up_11_Sp,LUIS_Up_12_Su,LUIS_Up_12_Sp,LUIS_Up_13_Su,LUIS_Up_13_Sp,LUIS_Up_15_Su,LUIS_Up_15_Sp,LUIS_Up_16_Su,LUIS_Up_16_Sp,LUIS_UpN_07_Su,LUIS_UpN_07_Sp,LUIS_UpN_09_Su,LUIS_UpN_09_Sp,LUIS_UpN_11_Su,LUIS_UpN_11_Sp,LUIS_UpN_12_Su,LUIS_UpN_12_Sp,LUIS_UpN_13_Su,LUIS_UpN_13_Sp,LUIS_UpN_15_Su,LUIS_UpN_15_Sp,LUIS_UpN_16_Su,LUIS_UpN_16_Sp,LUIS_Do_03_Su,LUIS_Do_04_Sp,LUIS_Do_07_Su,LUIS_Do_07_Sp,LUIS_Do_09_Su,LUIS_Do_09_Sp,LUIS_Do_11_Su,LUIS_Do_11_Sp,LUIS_Do_12_Su,LUIS_Do_12_Sp,LUIS_Do_13_Su,LUIS_Do_13_Sp,LUIS_Do_15_Su,LUIS_Do_15_Sp,LUIS_Do_16_Su,LUIS_Do_16_Sp,MATH_Up_03_Su,MATH_Up_04_Sp,MATH_Up_08_Su,MATH_Up_08_Sp,MATH_Up_10_Su,MATH_Up_10_Sp,MATH_Up_12_Su,MATH_Up_12_Sp,MATH_Up_16_Su,MATH_Up_16_Sp,MATH_Do_03_Su,MATH_Do_04_Sp,MATH_Do_08_Su,MATH_Do_08_Sp,MATH_Do_10_Su,MATH_Do_10_Sp,MATH_Do_12_Su,MATH_Do_12_Sp,MATH_Do_16_Su,MATH_Do_16_Sp,MOIR_Up_03_Su,MOIR_Up_04_Sp,MOIR_Up_07_Su,MOIR_Up_07_Sp,MOIR_Up_09_Su,MOIR_Up_09_Sp,MOIR_Up_11_Su,MOIR_Up_11_Sp,MOIR_Up_12_Su,MOIR_Up_12_Sp,MOIR_Up_13_Su,MOIR_Up_13_Sp,MOIR_Up_15_Su,MOIR_Up_15_Sp,MOIR_Up_16_Su,MOIR_Up_16_Sp,MOIR_UpN_07_Su,MOIR_UpN_07_Sp,MOIR_UpN_09_Su,MOIR_UpN_09_Sp,MOIR_UpN_11_Su,MOIR_UpN_11_Sp,MOIR_UpN_12_Su,MOIR_UpN_12_Sp,MOIR_UpN_13_Su,MOIR_UpN_13_Sp,MOIR_UpN_14_Su,MOIR_UpN_14_Sp,MOIR_UpN_15_Su,MOIR_UpN_15_Sp,MOIR_UpN_16_Su,MOIR_UpN_16_Sp,MOIR_Do_03_Su,MOIR_Do_04_Sp,MOIR_Do_07_Su,MOIR_Do_07_Sp,MOIR_Do_09_Su,MOIR_Do_09_Sp,MOIR_Do_11_Su,MOIR_Do_11_Sp,MOIR_Do_12_Su,MOIR_Do_12_Sp,MOIR_Do_13_Su,MOIR_Do_13_Sp,MOIR_Do_15_Su,MOIR_Do_15_Sp,MOIR_Do_16_Su,MOIR_Do_16_Sp,MOLO_Up_04_Su,MOLO_Up_05_Sp,MOLO_Up_08_Su,MOLO_Up_08_Sp,MOLO_Up_10_Su,MOLO_Up_10_Sp,MOLO_Up_12_Su,MOLO_Up_12_Sp,MOLO_Up_16_Su,MOLO_Up_16_Sp,MOLO_Do_04_Su,MOLO_Do_05_Sp,MOLO_Do_08_Su,MOLO_Do_08_Sp,MOLO_Do_10_Su,MOLO_Do_10_Sp,MOLO_Do_12_Su,MOLO_Do_12_Sp,MOLO_Do_16_Su,MOLO_Do_16_Sp,MORT_Do_03_Su,MORT_Do_03_Sp,MORT_Do_08_Su,MORT_Do_08_Sp,MORT_Do_10_Su,MORT_Do_10_Sp,MORT_Do_12_Su,MORT_Do_12_Sp,MORT_Do_14_Su,MORT_Do_14_Sp,MORT_Do_16_Su,MORT_Do_16_Sp,MORT_Ce_03_Su,MORT_Ce_03_Sp,MORT_Ce_08_Su,MORT_Ce_08_Sp,MORT_Ce_10_Su,MORT_Ce_10_Sp,MORT_Ce_12_Su,MORT_Ce_12_Sp,MORT_Ce_14_Su,MORT_Ce_14_Sp,MORT_Ce_16_Su,MORT_Ce_16_Sp,NAPP_Up_03_Su,NAPP_Up_03_Sp,NAPP_Up_05_Su,NAPP_Up_05_Sp,NAPP_Up_10_Su,NAPP_Up_10_Sp,NAPP_Up_12_Su,NAPP_Up_12_Sp,NAPP_Up_14_Su,NAPP_Up_14_Sp,NAPP_Up_16_Su,NAPP_Up_16_Sp,PLAI_Up_04_Su,PLAI_Up_05_Sp,PLAI_Up_08_Su,PLAI_Up_08_Sp,PLAI_Up_10_Su,PLAI_Up_10_Sp,PLAI_Up_12_Su,PLAI_Up_12_Sp,PLAI_Up_14_Su,PLAI_Up_14_Sp,PLAI_Up_16_Su,PLAI_Up_16_Sp,PLAI_Do_04_Su,PLAI_Do_05_Sp,PLAI_Do_08_Su,PLAI_Do_08_Sp,PLAI_Do_10_Su,PLAI_Do_10_Sp,PLAI_Do_12_Su,PLAI_Do_12_Sp,PLAI_Do_14_Su,PLAI_Do_14_Sp,PLAI_Do_16_Su,PLAI_Do_16_Sp,PONT_Up_04_Su,PONT_Up_05_Sp,PONT_Up_08_Su,PONT_Up_08_Sp,PONT_Up_10_Su,PONT_Up_10_Sp,PONT_Up_12_Su,PONT_Up_12_Sp,PONT_Up_14_Su,PONT_Up_14_Sp,PONT_Up_16_Su,PONT_Up_16_Sp,PONT_Do_04_Su,PONT_Do_05_Sp,PONT_Do_08_Su,PONT_Do_08_Sp,PONT_Do_10_Su,PONT_Do_10_Sp,PONT_Do_12_Su,PONT_Do_12_Sp,PONT_Do_14_Su,PONT_Do_14_Sp,PONT_Do_16_Su,PONT_Do_16_Sp,ROSS_Up_03_Su,ROSS_Up_03_Sp,ROSS_Up_08_Su,ROSS_Up_08_Sp,ROSS_Up_10_Su,ROSS_Up_10_Sp,ROSS_Up_12_Su,ROSS_Up_12_Sp,ROSS_Up_14_Su,ROSS_Up_14_Sp,ROSS_Up_16_Su,ROSS_Up_16_Sp,ROSS_Do_03_Su,ROSS_Do_03_Sp,ROSS_Do_08_Su,ROSS_Do_08_Sp,ROSS_Do_10_Su,ROSS_Do_10_Sp,ROSS_Do_12_Su,ROSS_Do_12_Sp,ROSS_Do_14_Su,ROSS_Do_14_Sp,ROSS_Do_16_Su,ROSS_Do_16_Sp,TONK_Up_06_Su,TONK_Up_06_Sp,TONK_Up_08_Su,TONK_Up_08_Sp,TONK_Up_10_Su,TONK_Up_10_Sp,TONK_Up_12_Su,TONK_Up_12_Sp,TONK_Up_16_Su,TONK_Up_16_Sp,TONK_Do_06_Su,TONK_Do_06_Sp,TONK_Do_08_Su,TONK_Do_08_Sp,TONK_Do_10_Su,TONK_Do_10_Sp,TONK_Do_12_Su,TONK_Do_12_Sp,TONK_Do_16_Su,TONK_Do_16_Sp,VACH_Up_03_Su,VACH_Up_04_Sp,VACH_Up_08_Su,VACH_Up_08_Sp,VACH_Up_10_Sp,VACH_Up_11_Su,VACH_Up_11_Sp,VACH_Up_12_Sp,VACH_Up_13_Sp,VACH_Up_16_Su,VACH_Up_16_Sp,VACH_Do_03_Su,VACH_Do_04_Sp,VACH_Do_08_Su,VACH_Do_08_Sp,VACH_Do_11_Su,VACH_Do_11_Sp,VACH_Do_12_Sp,VACH_Do_13_Sp,VACH_Do_16_Su,VACH_Do_16_Sp,VILO_Up_05_Su,VILO_Up_05_Sp,VILO_Up_08_Su,VILO_Up_08_Sp,VILO_Up_14_Su,VILO_Up_14_Sp,VILO_Up_16_Su,VILO_Up_16_Sp,VILO_Do_05_Su,VILO_Do_05_Sp,VILO_Do_08_Su,VILO_Do_08_Sp,VILO_Do_10_Su,VILO_Do_10_Sp,VILO_Do_12_Su,VILO_Do_12_Sp,VILO_Do_14_Su,VILO_Do_14_Sp,VILO_Do_16_Su,VILO_Do_16_Sp
X1,Amphipoda,Crangonyctidae,Crangonyx,pseudogracilis,3,3,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,3.3,1.7,5,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,2,0,10,3,0,0,0,0,1,2,1,0,0,0,3,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,4,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,5,6,20,28,9,0,0,49,26,0,0,1,1,1,1,0,4,6,6,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,2,0,0,0,0,1,0,0,0,0,19,1,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,2,5,1,1,2,0,0,1,0,34,1,1,0,2,0,0,0,1,0,0,0,0,15,0,0,8,0,7,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,1,0,0,10,0,19,0,1,0,0,0,0,12,0,11,2,0,3,0,0,0,0,0,0,0,13,0,1,18,1,0,0,0,0,0,0,0,5,0,2,1,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,1,2,13,2,4,7,6,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,3,4,0,6,0,2,1,3,0,0,0,0,0,6,0,9,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2,Amphipoda,Gammaridae,Gammarus,fossarum,1,2,3,1,1,2,3,2,0,0,0,0,2,2,0,0,0,5,0,5,0,0,1,0,0,7,2,0,0,0,0,0,0,3,0,0,0,3,2,0,0,1,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X3,Amphipoda,Gammaridae,Gammarus,pulex,1,2,3,1,1,2,3,2,0,0,0,0,2,2,0,0,0,5,0,5,0,0,1,0,0,6,2,0,0,1,0,0,0,3,0,0,0,3,2,0,0,1,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X4,Amphipoda,Gammaridae,Gammarus,pulex/fossarum,1,2,3,1,1,2,3,2,0,0,0,0,2,2,0,0,0,5,0,5,0,0,1,0,0,6.5,2,0,0,0.5,0,0,0,3,0,0,0,3,2,0,0,1,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,NA,1,0,0,2,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,3,0,111,118,1176,2,261,330,79,181,784,55,0,1429,28,277,579,7,3,3,3,3,31,2,37,4,7,47,14,32,95,44,3,4,22,55,203,743,221,653,424,136,42,10,44,33,8,1,51,384,1661,416,21,364,924,28,148,100,118,0,21,17,86,2,17,0,0,0,0,2,0,0,0,5,239,656,1350,590,2972,236,310,108,382,431,146,226,60,328,426,173,142,0,714,10,978,106,1479,217,134,153,130,270,156,650,6,247,78,601,61,2582,643,561,775,1105,664,241,494,234,122,546,88,314,196,70,272,0,132,64,419,3,4,8,162,100,101,30,27,114,2,78,5,15,151,83,194,88,88,5,106,12,80,80,53,30,0,12,12,7,0,1,3,0,7,0,19,0,11,0,1,0,0,12,6,0,5,116,37,0,23,9,70,31,138,267,199,539,531,404,314,341,75,225,21,37,33,10,10,11,52,48,81,230,73,661,526,248,811,169,25,15,2,54,42,53,42,1,33,1,19,0,3,39,11,15,2,1,48,4,0,0,2,1,1,0,3,51,64,118,74,29,5,14,0,0,0,26,8,1,99,0,4,25,0,15,48,137,137,4,362,0,749,2741,1359,2592,1110,3460,382,2002,1156,0,0,1019,1682,1408,813,1154,4636,82,742,2,27,4,2,0,0,0,3,10,21,0,4,3,0,2,0,0,4,2,0,0,2,3,0,2,2,60,4,115,6,0,4,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,2,6,0,9,3,2,3,0,2,0,0,0,35,80,273,12,216,147,623,0,2,2,15,22,3,3,9,9,7,26,19,20,12,0,15,0,1,1,0,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,1,4,0,0,0,1,0,0,0,0,0,38,9,370,154,54,7,44,45,104,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,25,14,9,9,6,3,0,2991,1392,2107,813,624,1238,412,801,1334,1005,2429,2133,1155,1103,1121,1330,574,584,258,196,0,938,1672,3565,229,321,652,52,109,328,263,38,244,1662,691,277,343,149,177,2050,29,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
X5,Amphipoda,Gammaridae,Gammarus,pulex/fossarum juv.,1,2,3,1,1,2,3,2,0,0,0,0,2,2,0,0,0,5,0,5,0,0,1,0,0,6.5,2,0,0,0.5,0,0,0,3,0,0,0,3,2,0,0,1,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,81,0,0,0,0,0,91,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,208,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
