Sector,Station,Site,Year,Season,ID,Date_sample,Qc,Qcs,Lag,Qref,Oey,Oe10m,Oe8m,Oe6m,Oe4m,Oe2m,Oem,Ofy,Of10m,Of8m,Of6m,Of4m,Of2m,Ofm,Bey,Be10m,Be8m,Be6m,Be4m,Be2m,Bem,Bny,Bn10m,Bn8m,Bn6m,Bn4m,Bn2m,Bnm,Bfy,Bf10m,Bf8m,Bf6m,Bf4m,Bf2m,Bfm,Ley,Le10m,Le8m,Le6m,Le4m,Le2m,Lem
BREG,MATH,Up,2012,Su,MATH_Up_12_Su,03.07.2012,0,NO,1,PTCO,365,300,240,180,120,60,30,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BREG,MATH,Up,2016,Sp,MATH_Up_16_Sp,07.04.2016,0,NO,1,PTCO,365,300,240,180,120,60,30,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BREG,MATH,Up,2016,Su,MATH_Up_16_Su,07.07.2016,0,NO,1,PTCO,365,300,240,180,120,60,30,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BREG,MATH,Do,2008,Sp,MATH_Do_08_Sp,25.04.2008,0,NO,1,PTCO,365,300,240,180,120,60,30,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BREG,MATH,Do,2008,Su,MATH_Do_08_Su,18.07.2008,0,NO,1,PTCO,365,300,240,180,120,60,30,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BREG,MATH,Do,2010,Sp,MATH_Do_10_Sp,14.04.2010,0,NO,1,PTCO,365,300,240,180,120,60,30,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BREG,MATH,Do,2010,Su,MATH_Do_10_Su,08.07.2010,0,NO,1,PTCO,365,300,240,180,120,60,30,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BREG,MATH,Do,2012,Sp,MATH_Do_12_Sp,28.03.2012,0,NO,1,PTCO,365,300,240,180,120,60,30,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BREG,MATH,Do,2012,Su,MATH_Do_12_Su,04.07.2012,0,NO,1,PTCO,365,300,240,180,120,60,30,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BREG,MATH,Do,2016,Sp,MATH_Do_16_Sp,07.04.2016,0,NO,1,PTCO,365,300,240,180,120,60,30,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BREG,MATH,Do,2016,Su,MATH_Do_16_Su,05.07.2016,0,NO,1,PTCO,365,300,240,180,120,60,30,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BREG,MOLO,Up,2008,Sp,MOLO_Up_08_Sp,18.04.2008,560,NO,1,PTCO,3.208,3.208,2.375,2.375,2.375,2.375,2.375,0.009,0.011,0.01,0.013,0.02,0.04,0.079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361.792,296.792,237.625,177.625,117.625,57.625,27.625
BREG,MOLO,Up,2008,Su,MOLO_Up_08_Su,17.07.2008,560,NO,1,PTCO,2.542,2.542,2.542,2.542,2.542,0.167,0.167,0.007,0.008,0.011,0.014,0.021,0.003,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362.458,297.458,237.458,177.458,117.458,59.833,29.833
BREG,MOLO,Up,2010,Sp,MOLO_Up_10_Sp,15.04.2010,560,NO,1,PTCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,300,240,180,120,60,30
BREG,MOLO,Up,2010,Su,MOLO_Up_10_Su,08.07.2010,560,NO,1,PTCO,1.333,1.333,1.333,1.333,1.333,1.333,0.5,0.004,0.004,0.006,0.007,0.011,0.022,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363.667,298.667,238.667,178.667,118.667,58.667,29.5
BREG,MOLO,Up,2012,Sp,MOLO_Up_12_Sp,29.03.2012,560,NO,1,PTCO,4.917,4.917,4.917,4.917,4.917,0,0,0.013,0.016,0.02,0.027,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360.083,295.083,235.083,175.083,115.083,60,30
BREG,MOLO,Up,2012,Su,MOLO_Up_12_Su,03.07.2012,560,NO,1,PTCO,5.5,5.5,5.5,2.083,0.583,0.583,0,0.015,0.018,0.023,0.012,0.005,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359.5,294.5,234.5,177.917,119.417,59.417,30
BREG,MOLO,Up,2016,Sp,MOLO_Up_16_Sp,07.04.2016,560,NO,1,PTCO,4.167,0.25,0.25,0.25,0.25,0,0,0.011,0.001,0.001,0.001,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360.833,299.75,239.75,179.75,119.75,60,30
BREG,MOLO,Up,2016,Su,MOLO_Up_16_Su,06.07.2016,560,NO,1,PTCO,3.792,3.792,3.792,3.792,3.542,3.542,3.542,0.01,0.013,0.016,0.021,0.03,0.059,0.118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361.208,296.208,236.208,176.208,116.458,56.458,26.458
BREG,MOLO,Do,2008,Sp,MOLO_Do_08_Sp,25.04.2008,560,C,1,PTCO,3.208,3.208,2.375,2.375,2.375,2.375,2.375,0.009,0.011,0.01,0.013,0.02,0.04,0.079,211.833,170.292,123.75,85.458,50.125,28.125,16.25,396,329,282,216,148,70,33,0.58,0.568,0.516,0.475,0.418,0.469,0.542,149.959,126.5,113.875,92.167,67.5,29.5,11.375
BREG,MOLO,Do,2008,Su,MOLO_Do_08_Su,18.07.2008,560,C,1,PTCO,2.542,2.542,2.542,2.542,2.542,0.167,0,0.007,0.008,0.011,0.014,0.021,0.003,0,204.292,156.583,118.5,88.958,67.208,36.5,19.125,418,359,291,223,143,70,36,0.56,0.522,0.494,0.494,0.56,0.608,0.638,158.166,140.875,118.958,88.5,50.25,23.333,10.875
BREG,MOLO,Do,2010,Sp,MOLO_Do_10_Sp,14.04.2010,560,C,1,PTCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,193,146.833,105.792,67.292,27.75,13.958,397,301,252,191,128,69,32,0.63,0.643,0.612,0.588,0.561,0.462,0.465,135,107,93.167,74.208,52.708,32.25,16.042
BREG,MOLO,Do,2010,Su,MOLO_Do_10_Su,08.07.2010,560,C,1,PTCO,1.333,1.333,1.333,1.333,1.333,1.333,0.5,0.004,0.004,0.006,0.007,0.011,0.022,0.017,232.833,183.458,142.833,106.792,71.167,35.667,18.5,378,326,263,199,135,74,31,0.638,0.612,0.595,0.593,0.593,0.594,0.617,130.834,115.209,95.834,71.875,47.5,23,11
BREG,MOLO,Do,2012,Sp,MOLO_Do_12_Sp,28.03.2012,560,C,1,PTCO,4.917,4.917,4.917,4.917,4.917,0,0,0.013,0.016,0.02,0.027,0.041,0,0,233.792,183.125,135.25,93.75,52.917,18.542,10.208,376,325,281,218,155,93,46,0.641,0.61,0.564,0.521,0.441,0.309,0.34,126.291,111.958,99.833,81.333,62.166,41.458,19.792
BREG,MOLO,Do,2012,Su,MOLO_Do_12_Su,04.07.2012,560,C,1,PTCO,5.5,5.5,5.5,1.792,0.583,0.583,0,0.015,0.018,0.023,0.01,0.005,0.01,0,223.417,174.625,134.208,95.833,73.583,41.583,20.958,404,350,282,222,137,65,32,0.612,0.582,0.559,0.532,0.613,0.693,0.699,136.083,119.875,100.292,82.375,45.834,17.834,9.042
BREG,MOLO,Do,2016,Sp,MOLO_Do_16_Sp,08.04.2016,560,C,1,PTCO,4.167,0.25,0.25,0.25,0.25,0,0,0.011,0.001,0.001,0.001,0.002,0,0,240,193.75,148.667,108.208,69.708,34.917,18.75,395,334,281,222,150,72,39,0.658,0.646,0.619,0.601,0.581,0.582,0.625,120.833,106,91.083,71.542,50.042,25.083,11.25
BREG,MOLO,Do,2016,Su,MOLO_Do_16_Su,05.07.2016,560,C,1,PTCO,3.792,3.792,3.792,3.792,3.542,3.542,3.542,0.01,0.013,0.016,0.021,0.03,0.059,0.118,235.583,186.708,147.917,113.458,79.417,41.292,22.125,408,348,282,202,132,59,28,0.645,0.622,0.616,0.63,0.662,0.688,0.738,125.625,109.5,88.291,62.75,37.041,15.166,4.333
BREG,MORT,Ce,2008,Sp,MORT_Ce_08_Sp,23.04.2008,NO,611,0,EVIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.375,81.083,36.417,32.75,23.583,13.625,9.75,55,45,37,34,24,15,11,0.313,0.27,0.152,0.182,0.197,0.227,0.325,250.625,218.917,203.583,147.25,96.417,46.375,20.25
BREG,MORT,Ce,2008,Su,MORT_Ce_08_Su,14.07.2008,NO,611,0,EVIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.083,72.708,71.75,57.083,50.375,38,20.208,68,58,57,45,35,20,17,0.282,0.242,0.299,0.317,0.42,0.633,0.674,261.917,227.292,168.25,122.917,69.625,22,9.792
BREG,MORT,Ce,2010,Sp,MORT_Ce_10_Sp,14.04.2010,NO,611,0,EVIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.708,44.375,36.917,36.875,28.5,18.167,10.167,86,65,39,38,25,15,10,0.142,0.148,0.154,0.205,0.238,0.303,0.339,313.292,255.625,203.083,143.125,91.5,41.833,19.833
BREG,MORT,Ce,2010,Su,MORT_Ce_10_Su,09.07.2010,NO,611,0,EVIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.917,56.25,55.5,38.875,29.542,18.167,12.042,78,61,59,41,33,19,12,0.167,0.188,0.231,0.216,0.246,0.303,0.401,304.083,243.75,184.5,141.125,90.458,41.833,17.958
BREG,MORT,Ce,2012,Sp,MORT_Ce_12_Sp,29.03.2012,NO,611,0,EVIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.75,41.75,29.833,29.667,29.083,1.708,0.542,50,50,38,37,35,6,2,0.114,0.139,0.124,0.165,0.242,0.028,0.018,323.25,258.25,210.167,150.333,90.917,58.292,29.458
BREG,MORT,Ce,2012,Su,MORT_Ce_12_Su,02.07.2012,NO,611,0,EVIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.833,66.542,65.792,50.125,37.25,25.917,16.208,86,80,77,63,44,25,6,0.202,0.222,0.274,0.278,0.31,0.432,0.54,291.167,233.458,174.208,129.875,82.75,34.083,13.792
BREG,MORT,Ce,2014,Sp,MORT_Ce_14_Sp,18.03.2014,NO,611,0,EVIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.792,115.417,78.542,63.958,39,21.792,10.875,95,92,71,57,45,28,19,0.432,0.385,0.327,0.355,0.325,0.363,0.362,207.208,184.583,161.458,116.042,81,38.208,19.125
BREG,MORT,Ce,2014,Su,MORT_Ce_14_Su,07.07.2014,NO,611,0,EVIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.333,74.167,56.25,37.25,11.375,3.792,0.167,100,78,66,52,26,5,1,0.256,0.247,0.234,0.207,0.095,0.063,0.006,271.667,225.833,183.75,142.75,108.625,56.208,29.833
BREG,MORT,Ce,2016,Sp,MORT_Ce_16_Sp,06.04.2016,NO,611,0,EVIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.167,57.958,50,42.375,41.542,25.375,3.417,49,43,32,22,20,13,4,0.231,0.193,0.208,0.235,0.346,0.423,0.114,280.833,242.042,190,137.625,78.458,34.625,26.583
BREG,MORT,Ce,2016,Su,MORT_Ce_16_Su,12.07.2016,NO,611,0,EVIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.167,106.542,102,94.5,60.208,51.958,26.875,53,41,37,35,17,8,5,0.302,0.355,0.425,0.525,0.502,0.866,0.896,254.833,193.458,138,85.5,59.792,8.042,3.125
BREG,MORT,Do,2008,Sp,MORT_Do_08_Sp,23.04.2008,NO,550,0,EVIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.917,103.167,51.792,45.75,34.333,20.167,13.667,70,60,52,45,36,21,14,0.383,0.344,0.216,0.254,0.286,0.336,0.456,225.083,196.833,188.208,134.25,85.667,39.833,16.333
BREG,MORT,Do,2008,Su,MORT_Do_08_Su,14.07.2008,NO,550,0,EVIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.708,94.25,92.292,74.333,63.125,43.792,24.75,80,68,65,53,37,13,10,0.364,0.314,0.385,0.413,0.526,0.73,0.825,232.292,205.75,147.708,105.667,56.875,16.208,5.25
BREG,MORT,Do,2010,Sp,MORT_Do_10_Sp,14.04.2010,NO,550,0,EVIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.167,67.958,50.667,49.833,38.958,23.208,13.333,125,90,54,51,38,16,11,0.236,0.227,0.211,0.277,0.325,0.387,0.444,278.833,232.042,189.333,130.167,81.042,36.792,16.667
BREG,MORT,Do,2010,Su,MORT_Do_10_Su,07.07.2010,NO,550,0,EVIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.167,77.75,76.625,56.125,41.292,25.75,17.708,104,77,75,54,38,22,14,0.247,0.259,0.319,0.312,0.344,0.429,0.59,274.833,222.25,163.375,123.875,78.708,34.25,12.292
BREG,MORT,Do,2012,Sp,MORT_Do_12_Sp,27.03.2012,NO,550,0,EVIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,61,44.125,41.625,40.458,7.667,2.167,80,80,59,48,44,19,6,0.167,0.203,0.184,0.231,0.337,0.128,0.072,304,239,195.875,138.375,79.542,52.333,27.833
BREG,MORT,Do,2012,Su,MORT_Do_12_Su,02.07.2012,NO,550,0,EVIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,97.583,95.5,77.417,56.917,40.083,18.458,107,88,80,68,41,17,5,0.299,0.325,0.398,0.43,0.474,0.668,0.615,256,202.417,144.5,102.583,63.083,19.917,11.542
BREG,MORT,Do,2014,Sp,MORT_Do_14_Sp,18.03.2014,NO,550,0,EVIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.792,154.583,108.167,87.625,57.25,32.917,16.833,115,102,80,59,45,28,18,0.55,0.515,0.451,0.487,0.477,0.549,0.561,164.208,145.417,131.833,92.375,62.75,27.083,13.167
BREG,MORT,Do,2014,Su,MORT_Do_14_Su,07.07.2014,NO,550,0,EVIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.792,109.25,84.208,59.417,22.875,9.208,2.958,127,102,83,66,43,16,9,0.372,0.364,0.351,0.33,0.191,0.153,0.099,229.208,190.75,155.792,120.583,97.125,50.792,27.042
BREG,MORT,Do,2016,Sp,MORT_Do_16_Sp,13.04.2016,NO,550,0,EVIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.333,88.292,70.792,58.625,57.083,29.167,5.5,72,61,41,28,25,13,5,0.341,0.294,0.295,0.326,0.476,0.486,0.183,240.667,211.708,169.208,121.375,62.917,30.833,24.5
BREG,MORT,Do,2016,Su,MORT_Do_16_Su,13.07.2016,NO,550,0,EVIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.208,132.208,125.333,115.5,72.042,54,28.208,58,44,39,34,15,6,4,0.401,0.441,0.522,0.642,0.6,0.9,0.94,218.792,167.792,114.667,64.5,47.958,6,1.792
BREG,NAPP,Up,2010,Sp,NAPP_Up_10_Sp,13.04.2010,1200,368,2,PTCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583,0.583,0.583,0.583,0.125,0,0,4,4,4,4,1,0,0,0.002,0.002,0.002,0.003,0.001,0,0,364.417,299.417,239.417,179.417,119.875,60,30
BREG,NAPP,Up,2010,Su,NAPP_Up_10_Su,14.06.2010,1200,368,2,PTCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.583,2.583,2.583,2.125,2,2,2,7,7,7,4,3,3,3,0.007,0.009,0.011,0.012,0.017,0.033,0.067,362.417,297.417,237.417,177.875,118,58,28
BREG,NAPP,Up,2014,Sp,NAPP_Up_14_Sp,18.03.2014,1200,368,2,PTCO,2.625,2.625,2.625,2.625,0,0,0,0.007,0.009,0.011,0.015,0,0,0,44.708,44.167,44.167,39.083,22.042,11.208,3.917,48,46,46,40,25,16,7,0.122,0.147,0.184,0.217,0.184,0.187,0.131,317.667,253.208,193.208,138.292,97.958,48.792,26.083
BREG,NAPP,Up,2014,Su,NAPP_Up_14_Su,08.07.2014,1200,368,2,PTCO,2.625,2.625,0.667,0,0,0,0,0.007,0.009,0.003,0,0,0,0,44.167,39.083,25.458,13.375,0,0,0,46,40,30,18,0,0,0,0.121,0.13,0.106,0.074,0,0,0,318.208,258.292,213.875,166.625,120,60,30
BREG,NAPP,Up,2016,Sp,NAPP_Up_16_Sp,16.04.2016,1200,368,2,PTCO,1,0,0,0,0,0,0,0.003,0,0,0,0,0,0,8.208,3.417,3.417,3.417,3.417,1.75,0,10,6,6,6,6,2,0,0.022,0.011,0.014,0.019,0.028,0.029,0,355.792,296.583,236.583,176.583,116.583,58.25,30
BREG,NAPP,Up,2016,Su,NAPP_Up_16_Su,05.07.2016,1200,368,2,PTCO,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.002,0.003,0.004,0.005,0.007,0.015,0.029,7.583,7.583,7.583,7.583,4.167,4.167,4.167,11,11,11,11,5,5,5,0.021,0.025,0.032,0.042,0.035,0.069,0.139,356.542,291.542,231.542,171.542,114.958,54.958,24.958
BREG,PLAI,Up,2008,Sp,PLAI_Up_08_Sp,28.04.2008,NO,650,1,EVIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.542,64.792,27.292,26.583,19.458,10.792,8,48,37,26,24,17,10,8,0.273,0.216,0.114,0.148,0.162,0.18,0.267,265.458,235.208,212.708,153.417,100.542,49.208,22
BREG,PLAI,Up,2008,Su,PLAI_Up_08_Su,15.07.2008,NO,650,1,EVIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.542,58.792,58.333,45.417,40.792,31.75,13.833,60,48,47,37,32,23,20,0.229,0.196,0.243,0.252,0.34,0.529,0.461,281.458,241.208,181.667,134.583,79.208,28.25,16.167
BREG,PLAI,Up,2010,Sp,PLAI_Up_10_Sp,13.04.2010,NO,650,1,EVIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.542,33.833,30.042,30.042,23.333,14.792,8.333,52,44,29,29,19,12,7,0.097,0.113,0.125,0.167,0.194,0.247,0.278,329.458,266.167,209.958,149.958,96.667,45.208,21.667
BREG,PLAI,Up,2010,Su,PLAI_Up_10_Su,07.07.2010,NO,650,1,EVIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.333,43.792,43.375,29.167,22.083,13.167,8.958,52,44,43,29,22,12,5,0.127,0.146,0.181,0.162,0.184,0.219,0.299,318.667,256.208,196.625,150.833,97.917,46.833,21.042
BREG,PLAI,Up,2012,Sp,PLAI_Up_12_Sp,04.04.2012,NO,650,1,EVIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.5,35.167,25.292,25.292,24.875,0.083,0.083,44,43,32,32,31,1,1,0.097,0.117,0.105,0.141,0.207,0.001,0.003,329.5,264.833,214.708,154.708,95.125,59.917,29.917
BREG,PLAI,Up,2012,Su,PLAI_Up_12_Su,10.07.2012,NO,650,1,EVIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.417,58.833,58.75,38.25,33.625,23.583,18.417,74,68,67,49,37,17,8,0.179,0.196,0.245,0.212,0.28,0.393,0.614,299.583,241.167,181.25,141.75,86.375,36.417,11.583
BREG,PLAI,Up,2014,Sp,PLAI_Up_14_Sp,04.04.2014,NO,650,1,EVIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.917,87.792,56.5,52.708,31.917,15.542,2.083,82,71,50,47,37,20,8,0.372,0.293,0.235,0.293,0.266,0.259,0.069,229.083,212.208,183.5,127.292,88.083,44.458,27.917
BREG,PLAI,Up,2014,Su,PLAI_Up_14_Su,08.07.2014,NO,650,1,EVIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.167,56.417,41.542,24.75,5.25,2.333,0.292,72,54,47,35,14,4,1,0.198,0.188,0.173,0.138,0.044,0.039,0.01,292.833,243.583,198.458,155.25,114.75,57.667,29.708
BREG,PLAI,Up,2016,Sp,PLAI_Up_16_Sp,14.04.2016,NO,650,1,EVIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.25,40.208,40.042,36.25,35.667,14.625,1.125,33,25,24,16,15,9,1,0.184,0.134,0.167,0.201,0.297,0.244,0.038,297.75,259.792,199.958,143.75,84.333,45.375,28.875
BREG,PLAI,Up,2016,Su,PLAI_Up_16_Su,13.07.2016,NO,650,1,EVIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.583,93.833,90.625,82.75,55.5,48.75,24.125,37,33,28,27,13,8,5,0.259,0.313,0.378,0.46,0.462,0.812,0.804,270.417,206.167,149.375,97.25,64.5,11.25,5.875
BREG,PLAI,Do,2008,Sp,PLAI_Do_08_Sp,28.04.2008,NO,650,1,EVIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.542,64.792,27.292,26.583,19.458,10.792,8,48,37,26,24,17,10,8,0.273,0.216,0.114,0.148,0.162,0.18,0.267,265.458,235.208,212.708,153.417,100.542,49.208,22
BREG,PLAI,Do,2008,Su,PLAI_Do_08_Su,15.07.2008,NO,650,1,EVIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.542,58.792,58.333,45.417,40.792,31.75,13.833,60,48,47,37,32,23,20,0.229,0.196,0.243,0.252,0.34,0.529,0.461,281.458,241.208,181.667,134.583,79.208,28.25,16.167
BREG,PLAI,Do,2010,Sp,PLAI_Do_10_Sp,13.04.2010,NO,650,1,EVIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.542,33.833,30.042,30.042,23.333,14.792,8.333,52,44,29,29,19,12,7,0.097,0.113,0.125,0.167,0.194,0.247,0.278,329.458,266.167,209.958,149.958,96.667,45.208,21.667
BREG,PLAI,Do,2010,Su,PLAI_Do_10_Su,07.07.2010,NO,650,1,EVIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.333,43.792,43.375,29.167,22.083,13.167,8.958,52,44,43,29,22,12,5,0.127,0.146,0.181,0.162,0.184,0.219,0.299,318.667,256.208,196.625,150.833,97.917,46.833,21.042
BREG,PLAI,Do,2012,Sp,PLAI_Do_12_Sp,04.04.2012,NO,650,1,EVIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.5,35.167,25.292,25.292,24.875,0.083,0.083,44,43,32,32,31,1,1,0.097,0.117,0.105,0.141,0.207,0.001,0.003,329.5,264.833,214.708,154.708,95.125,59.917,29.917
BREG,PLAI,Do,2012,Su,PLAI_Do_12_Su,10.07.2012,NO,650,1,EVIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.417,58.833,58.75,38.25,33.625,23.583,18.417,74,68,67,49,37,17,8,0.179,0.196,0.245,0.212,0.28,0.393,0.614,299.583,241.167,181.25,141.75,86.375,36.417,11.583
BREG,PLAI,Do,2014,Sp,PLAI_Do_14_Sp,04.04.2014,NO,650,1,EVIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.917,87.792,56.5,52.708,31.917,15.542,2.083,82,71,50,47,37,20,8,0.372,0.293,0.235,0.293,0.266,0.259,0.069,229.083,212.208,183.5,127.292,88.083,44.458,27.917
BREG,PLAI,Do,2014,Su,PLAI_Do_14_Su,08.07.2014,NO,650,1,EVIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.167,56.417,41.542,24.75,5.25,2.333,0.292,72,54,47,35,14,4,1,0.198,0.188,0.173,0.138,0.044,0.039,0.01,292.833,243.583,198.458,155.25,114.75,57.667,29.708
BREG,PLAI,Do,2016,Sp,PLAI_Do_16_Sp,14.04.2016,NO,650,1,EVIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.25,40.208,40.042,36.25,35.667,14.625,1.125,33,25,24,16,15,9,1,0.184,0.134,0.167,0.201,0.297,0.244,0.038,297.75,259.792,199.958,143.75,84.333,45.375,28.875
BREG,PLAI,Do,2016,Su,PLAI_Do_16_Su,13.07.2016,NO,650,1,EVIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.583,93.833,90.625,82.75,55.5,48.75,24.125,37,33,28,27,13,8,5,0.259,0.313,0.378,0.46,0.462,0.812,0.804,270.417,206.167,149.375,97.25,64.5,11.25,5.875
BREG,PONT,Up,2008,Sp,PONT_Up_08_Sp,28.04.2008,1266,NO,1,EVIE,1.542,1.542,0.833,0.833,0.833,0.833,0.833,0.004,0.005,0.003,0.005,0.007,0.014,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363.458,298.458,239.167,179.167,119.167,59.167,29.167
BREG,PONT,Up,2008,Su,PONT_Up_08_Su,15.07.2008,1266,NO,1,EVIE,0.833,0.833,0.833,0.833,0.833,0,0,0.002,0.003,0.003,0.005,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364.167,299.167,239.167,179.167,119.167,60,30
BREG,PONT,Up,2010,Sp,PONT_Up_10_Sp,13.04.2010,1266,NO,1,EVIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,300,240,180,120,60,30
BREG,PONT,Up,2010,Su,PONT_Up_10_Su,07.07.2010,1266,NO,1,EVIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,300,240,180,120,60,30
BREG,PONT,Up,2012,Sp,PONT_Up_12_Sp,04.04.2012,1266,NO,1,EVIE,0.208,0.208,0.208,0.208,0.208,0,0,0.001,0.001,0.001,0.001,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364.792,299.792,239.792,179.792,119.792,60,30
BREG,PONT,Up,2012,Su,PONT_Up_12_Su,10.07.2012,1266,NO,1,EVIE,0.208,0.208,0.208,0,0,0,0,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364.792,299.792,239.792,180,120,60,30
BREG,PONT,Up,2014,Sp,PONT_Up_14_Sp,04.04.2014,1266,NO,1,EVIE,3.958,3.958,3.75,3.75,0.125,0,0,0.011,0.013,0.016,0.021,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361.042,296.042,236.25,176.25,119.875,60,30
BREG,PONT,Up,2014,Su,PONT_Up_14_Su,08.07.2014,1266,NO,1,EVIE,3.958,3.75,0.917,0,0,0,0,0.011,0.012,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361.042,296.25,239.083,180,120,60,30
